Word,Count
hygiene,178
miére,12
tribut,5
victimes,3
prélévent,1
année,42
vignorance,3
misére,12
derniéres,2
classes,12
société,42
servateur,1
croit,10
pays,37
civilisé,4
monde,64
étudie,4
moeurs,8
pauvres,2
bretagne,3
vendée,1
poitou,1
nivernais,1
sologne,1
lachampagne,1
vosges,1
intérét,36
done,70
guuvernemens,1
point,304
participer,6
instruction,46
masses,3
populeuses,3
excentriques,2
fuser,1
premiers,2
moyens,1
sortir,11
gangue,2
abrutissement,1
enveloppe,11
siécles,2
gouvernans,2
celui,75
vernés,1
rarement,24
pouvoir,15
pattribuer,1
quelque,71
part,60
révolutions,3
peuple,34
vidée,4
participation,1
publique,31
fera,15
partielle,13
saura,3
quoique,32
disséminée,1
rien,104
empéchera,2
étendre,3
individu,26
temens,1
femmes,45
propres,3
défendre,4
contre,139
sions,1
foule,17
agens,4
nuisibles,1
nicieux,1
impressions,2
pheriques,1
auxquelles,25
cesse,22
exposécs,1
nabitudes,1
parties,2
corps,120
téte,105
besoin,93
tement,5
velure,4
longue,44
mieux,95
fournie,2
hommes,3
semble,29
dire,120
vétement,21
naturel,29
suflisant,1
antiquités,1
greeques,2
romaines,2
représentent,3
couverte,7
nations,3
ciel,12
chaud,35
tempéré,3
frances,1
doute,59
emprunté,3
gaulois,6
portaient,4
coiffure,15
climat,15
habitudes,5
sité,5
moyen,116
usage,83
veétirla,1
tage,7
laisse,30
loisir,2
réflexion,8
montre,7
active,16
tyrannique,2
malheureuses,2
grandes,1
douter,8
tances,2
morales,2
attribuer,4
rences,1
existent,4
santé,202
tuelle,3
conditions,3
ordre,32
politique,14
paysannes,3
peine,31
suffire,3
soins,3
maison,33
obligées,1
acquérir,9
soutenir,8
avortemens,2
maladies,4
naissent,9
cause,170
labeur,3
excessif,9
violences,1
extérieures,2
citadines,1
outre,27
accidens,16
tent,11
actions,1
mécaniques,1
trouvons,9
multitude,7
affections,8
organiques,3
insolites,4
nerveuses,1
dues,7
vations,1
prolongées,7
excés,20
genre,32
cominctions,1
vitables,1
fréquentes,3
grands,1
theatres,2
affliveant,1
philanthrope,4
voir,56
circonstances,1
devraient,8
exempter,1
certaines,3
lions,2
nulle,4
prises,1
ration,9
cependant,65
celles,92
avancées,1
grossesse,45
pouvaient,2
chies,1
porter,35
fardeaux,3
rudes,1
travaux,39
champs,2
gués,1
nombre,96
suit,10
constamment,20
cours,6
saisons,5
exigent,8
yité,1
ignorante,2
pagnes,1
produiraient,1
ques,26
avis,8
sages,2
pourraient,9
donner,84
personnes,7
éclairées,2
profitables,1
petit,68
effet,104
partout,18
priser,4
malheureuse,10
esse,2
fruit,20
travail,77
culera,1
impunément,3
livrer,8
position,22
trouve,49
source,35
existait,2
abandonné,4
tion,117
lorsque,47
modes,1
italie,10
duisirent,1
france,42
conquéte,3
naples,6
tard,29
facheuse,11
intronisation,1
medicis,1
ensuite,39
devinrent,2
chevelure,63
véritables,1
caricatures,2
beaux,16
ornemens,1
aide,12
frisure,6
poudre,144
transformé,2
ridicule,14
faudage,1
néanmoins,14
conserva,2
mode,78
jusqu,99
tourmente,1
tionnaire,1
veulent,7
marquer,1
existence,28
térent,1
tutus,1
prirent,1
mesure,35
propreté,41
police,2
militaire,5
savons,8
souffert,4
sacrifice,7
égard,26
arrive,11
sidérement,1
tondre,1
foreé,2
wadmettre,1
titus,2
lana,1
famille,80
localité,6
contrées,5
malgré,13
obstacles,1
oposeront,1
centralisant,1
institutions,10
réseryant,1
pole,1
enfin,66
pourra,20
empécher,13
membres,2
quer,9
reconnaitre,20
importance,30
individuelle,4
rénovation,1
opérera,1
lentement,4
progrés,14
certains,2
affermis,1
circonstance,27
soumises,2
sujettes,5
sortes,1
ajoutons,3
coiffeur,5
précieux,11
coquetterie,21
dommages,3
dames,12
blanchir,3
tems,41
loin,46
nates,1
jolies,2
choses,1
véritable,24
facheux,8
vrai,41
nattes,1
tirailler,1
cheveux,150
pincer,1
fers,5
brilans,1
suivies,3
sion,26
grand,150
organes,6
changement,15
apprécié,4
imconvéniens,1
presser,2
papillotes,3
répétée,11
jours,7
perdre,15
rell,1
puss,1
peele,2
ovsess,1
vetemens,2
abstiendrons,1
parler,50
changemens,7
yétemens,2
ages,9
variations,9
qwils,2
subissent,12
formes,1
parmi,41
modernes,4
grecque,7
romains,11
république,1
miers,1
rois,5
franes,4
lhabillement,1
simple,48
recouvrait,1
aaah,1
allt,1
cron,1
went,1
aime,16
hehe,3
yahi,1
justs,1
these,1
atthe,1
tenth,1
ogvlqee,1
deeb,1
ghaeens,1
laryst,1
rece,1
vets,1
them,1
exempte,3
sounises,1
repris,2
faveur,14
longs,1
deyenus,1
aujourd,44
peigne,16
michalons,1
normandins,1
plaisirs,1
célébrités,1
cirrigeriennes,1
principaux,20
attributs,3
toilette,96
inconvéniens,12
bituellement,2
coiffées,1
blant,1
liant,2
racine,19
portant,14
sens,96
oppose,4
direction,29
tiraille,2
cessairement,1
traction,8
faible,23
cheyeu,2
somme,11
coiffer,2
dentellement,1
plaignent,2
oceasioné,1
tiraillement,2
exercé,4
partie,186
cuir,42
chevelu,34
pourrons,1
établir,3
migraines,3
fismes,1
nerveux,42
céphalalgies,1
unes,11
piquées,3
matelassées,1
composant,1
appareil,25
mauvais,9
goit,5
favorise,5
merveilleusement,5
malpropreté,2
centre,15
chaleur,34
gendre,2
perpétue,2
vermine,1
destruction,9
nécessite,9
gereux,4
couper,12
vivons,3
croyance,4
éloignée,4
époque,44
justice,7
vieilles,2
coutumes,2
rance,5
grande,128
péce,2
humaine,31
niveau,17
brutes,1
cluons,1
portent,20
tuellement,3
vétemens,9
autant,77
maintenir,14
cheyeux,28
garantir,5
froid,52
cessive,1
névraigies,1
faciales,1
craniennes,1
caries,3
dentaires,3
rares,2
restent,8
chef,9
vert,13
conséquemment,2
réseryée,2
campagne,16
desquelles,4
influence,85
nons,1
yvoulons,1
filage,2
chanvre,3
conceyoir,1
provinees,1
productions,1
suflfisantes,1
consommation,2
nese,3
lent,10
quenouille,1
mouillait,1
tire,3
poupée,6
abréger,2
besogne,2
modité,3
fileuses,1
recours,15
salive,14
salivation,5
naturelle,64
insuflisante,2
quifilent,1
nellement,2
maniére,53
forcées,2
tenir,15
bouche,88
gers,4
exciter,4
glandes,2
buccales,1
afin,38
obtenir,19
quantité,31
nécessaire,43
telles,3
consequences,1
occupation,20
lisme,1
continuel,2
quis,7
livrent,6
habituellemert,1
maigreur,25
effrayante,1
routine,7
yaveuglement,1
sensées,1
apprécieront,1
facilement,26
comparant,1
filent,1
habituellement,24
journaliére,7
maigres,4
séchées,1
tamment,1
portantes,9
combien,30
vicieuses,2
dangereux,23
éternisent,2
vastes,1
foyers,2
tlest,1
remarquer,16
pale,10
offrent,12
gvétres,1
pertrophie,1
thyroide,3
contraire,58
fréquent,9
ploient,1
éloignés,4
croire,12
abondante,12
meilleur,24
ployer,4
prévenir,16
arréter,18
infirmité,9
ysique,1
yent,2
dispenser,2
vétir,2
passent,7
température,19
chaude,28
milieu,28
raison,82
importans,2
lement,18
irritables,1
contenus,19
cavités,1
poitrine,53
abdominale,7
torse,8
soigneusement,14
yétue,1
forme,109
tissus,2
composent,9
pouvant,6
riques,3
évident,5
douées,5
susceptibilité,6
échapper,4
action,81
diverses,26
ladies,2
reconnaissent,5
rhumes,5
catarrhes,4
pneumonies,1
présentent,15
quemment,4
sexe,113
féminin,14
deviennent,20
trieux,1
savent,17
approprier,1
convient,32
rapports,1
emportent,2
général,49
bienfaits,5
voulaient,1
venir,13
dangers,4
encourent,1
trissant,1
pain,16
enfournant,1
chauf,1
fant,22
lessives,1
macquant,1
chanyre,2
gravissant,1
arbres,1
chargeantles,1
voitures,1
battant,1
grains,1
lant,5
béche,1
proche,4
derniers,1
avertissaient,1
exposent,9
lavant,1
froide,30
entrant,4
rouissage,1
approche,1
écoulement,5
menstrues,12
commodités,2
suivre,24
ponctuellement,1
faudrait,12
laisser,34
liberté,23
serrant,2
presque,78
incondescens,1
abandonner,4
pernicieux,6
guére,27
jeunes,13
sonnes,11
élevées,1
vivant,12
rester,16
ecouverte,1
laborieuses,1
injures,2
sauraient,9
provinces,3
différente,14
vélir,1
sesurchargent,1
incommode,5
complication,1
amplitude,4
ailleurs,54
mouchoir,6
béguin,2
suflit,3
sannes,2
méridionales,1
blent,3
dessous,4
flexibilité,7
desséchant,1
fortement,13
nuire,5
reproduction,16
régions,2
rale,6
frontale,1
servent,17
sure,8
différentde,1
nuance,12
influent,9
assurément,10
revolutions,2
opérentdans,1
systeéme,3
capillaire,11
provoquent,4
bonne,96
heure,89
lopécie,1
totale,3
hatent,2
bicité,2
vétue,3
veux,34
belle,59
conservent,8
rare,35
blancs,1
merveilleuses,2
jeunesencore,1
indices,3
vieillesse,10
prématurée,9
rait,7
facile,39
concilier,2
interéts,1
adopter,4
rapport,54
maux,24
désolent,2
inférieures,1
gouvernement,5
entendu,15
pourrait,32
diminuer,7
sére,2
résulte,14
implacable,1
avare,1
struction,4
favoris,5
fortune,12
taient,2
dominés,2
égoisme,2
refuse,1
tourner,2
profit,20
retireraient,1
nombreuses,2
détruit,10
ignorance,7
ties,7
daigne,1
parcourir,2
fléaux,1
verra,3
degradation,1
physique,98
morale,45
réduites,1
disons,16
toit,2
vues,2
naitre,16
