Word,Count
hygiene,908
miére,60
tribut,25
victimes,3
prélévent,1
année,372
vignorance,13
misére,98
derniéres,2
classes,12
société,369
servateur,1
croit,83
pays,273
civilisé,11
monde,459
étudie,10
moeurs,55
pauvres,2
bretagne,9
vendée,2
poitou,1
nivernais,1
sologne,1
lachampagne,1
vosges,3
intérét,210
done,440
guuvernemens,1
point,1667
participer,16
instruction,140
masses,3
populeuses,6
excentriques,3
fuser,2
premiers,2
moyens,1
sortir,86
gangue,2
abrutissement,1
enveloppe,79
siécles,2
gouvernans,2
celui,740
vernés,1
rarement,153
pouvoir,218
pattribuer,1
quelque,598
part,490
révolutions,3
peuple,226
vidée,14
participation,3
publique,179
fera,197
partielle,33
saura,25
quoique,142
disséminée,3
rien,706
empéchera,11
étendre,31
individu,173
temens,1
femmes,45
propres,3
défendre,47
contre,966
sions,1
foule,175
agens,4
nuisibles,1
nicieux,4
impressions,2
pheriques,2
auxquelles,116
cesse,193
exposécs,1
nabitudes,1
parties,2
corps,120
téte,700
besoin,686
tement,129
velure,11
longue,298
mieux,627
fournie,13
hommes,3
semble,270
dire,695
vétement,299
naturel,204
suflisant,2
antiquités,1
greeques,2
romaines,2
représentent,29
couverte,45
nations,3
ciel,118
chaud,284
tempéré,23
frances,1
doute,285
emprunté,15
gaulois,16
portaient,19
coiffure,52
climat,147
habitudes,5
sité,26
moyen,1183
usage,556
veétirla,1
tage,55
laisse,174
loisir,16
réflexion,53
montre,92
active,140
tyrannique,9
malheureuses,2
grandes,1
douter,35
tances,2
morales,2
attribuer,27
rences,1
existent,38
santé,1085
tuelle,18
conditions,3
ordre,277
politique,46
paysannes,3
peine,365
suffire,37
soins,3
maison,253
obligées,1
acquérir,58
soutenir,93
avortemens,2
maladies,4
naissent,41
cause,1092
labeur,15
excessif,23
violences,1
extérieures,2
citadines,1
outre,230
accidens,33
tent,67
actions,1
mécaniques,1
trouvons,30
multitude,35
affections,8
organiques,3
insolites,5
nerveuses,1
dues,62
vations,1
prolongées,7
excés,147
genre,297
cominctions,1
vitables,2
fréquentes,3
grands,1
theatres,2
affliveant,1
philanthrope,6
voir,493
circonstances,1
devraient,43
exempter,3
certaines,3
lions,2
nulle,39
prises,1
ration,112
cependant,474
celles,578
avancées,1
grossesse,550
pouvaient,28
chies,2
porter,252
fardeaux,14
rudes,1
travaux,199
champs,2
gués,5
nombre,716
suit,93
constamment,115
cours,6
saisons,5
exigent,66
yité,1
ignorante,14
pagnes,1
produiraient,4
ques,204
avis,89
sages,2
pourraient,85
donner,719
personnes,7
éclairées,2
profitables,1
petit,730
effet,1235
partout,152
priser,5
malheureuse,44
esse,10
fruit,180
travail,548
culera,1
impunément,22
livrer,99
position,239
trouve,407
source,263
existait,12
abandonné,33
tion,1045
lorsque,576
modes,1
italie,34
duisirent,1
france,301
conquéte,22
naples,9
tard,274
facheuse,77
intronisation,1
medicis,3
ensuite,310
devinrent,13
chevelure,105
véritables,1
caricatures,2
beaux,87
ornemens,1
aide,165
frisure,11
poudre,317
transformé,10
ridicule,75
faudage,3
néanmoins,59
conserva,6
mode,382
jusqu,747
tourmente,13
tionnaire,2
veulent,71
marquer,10
existence,259
térent,1
tutus,1
prirent,6
mesure,329
propreté,202
police,24
militaire,142
savons,8
souffert,20
sacrifice,67
égard,172
arrive,190
sidérement,1
tondre,4
foreé,10
wadmettre,1
titus,7
lana,2
famille,589
localité,25
contrées,5
malgré,142
obstacles,1
oposeront,1
centralisant,1
institutions,15
réseryant,1
pole,13
enfin,704
pourra,174
empécher,116
membres,2
quer,38
reconnaitre,93
importance,201
individuelle,31
rénovation,5
opérera,2
lentement,61
progrés,95
certains,2
affermis,2
circonstance,305
soumises,2
sujettes,5
sortes,1
ajoutons,34
coiffeur,7
précieux,93
coquetterie,54
dommages,3
dames,12
blanchir,8
tems,72
loin,341
nates,1
jolies,2
choses,1
véritable,226
facheux,57
vrai,222
nattes,1
tirailler,2
cheveux,317
pincer,5
fers,18
brilans,1
suivies,3
sion,207
grand,1197
organes,6
changement,151
apprécié,13
imconvéniens,1
presser,15
papillotes,3
répétée,54
jours,7
perdre,128
rell,1
puss,1
peele,3
ovsess,1
vetemens,2
abstiendrons,3
parler,240
changemens,9
yétemens,2
ages,67
variations,22
qwils,2
subissent,31
formes,1
parmi,258
modernes,4
grecque,32
romains,26
république,23
miers,1
rois,27
franes,4
lhabillement,3
simple,443
recouvrait,5
aaah,2
allt,2
cron,2
went,5
aime,97
hehe,18
yahi,1
justs,1
these,15
atthe,1
tenth,1
ogvlqee,1
deeb,1
ghaeens,1
laryst,1
rece,7
vets,5
them,1
exempte,38
sounises,1
repris,16
faveur,120
longs,1
deyenus,1
aujourd,195
peigne,30
michalons,2
normandins,1
plaisirs,1
célébrités,1
cirrigeriennes,1
principaux,85
attributs,3
toilette,258
inconvéniens,15
bituellement,3
coiffées,1
blant,4
liant,3
racine,96
portant,104
sens,471
oppose,46
direction,143
tiraille,2
cessairement,4
traction,53
faible,325
cheyeu,2
somme,84
coiffer,5
dentellement,2
plaignent,11
oceasioné,1
tiraillement,17
exercé,46
partie,1268
cuir,160
chevelu,121
pourrons,3
établir,68
migraines,3
fismes,1
nerveux,332
céphalalgies,3
unes,89
piquées,3
matelassées,1
composant,17
appareil,377
mauvais,149
goit,15
favorise,50
merveilleusement,13
malpropreté,15
centre,117
chaleur,427
gendre,10
perpétue,6
vermine,2
destruction,34
nécessite,43
gereux,9
couper,54
vivons,7
croyance,30
éloignée,36
époque,460
justice,40
vieilles,2
coutumes,2
rance,31
grande,1057
péce,5
humaine,202
niveau,113
brutes,1
cluons,1
portent,109
tuellement,8
vétemens,9
autant,523
maintenir,100
cheyeux,31
garantir,43
froid,467
cessive,2
névraigies,1
faciales,1
craniennes,2
caries,3
dentaires,3
rares,2
restent,62
chef,66
vert,66
conséquemment,10
réseryée,2
campagne,196
desquelles,54
influence,569
nons,13
yvoulons,1
filage,3
chanvre,20
conceyoir,4
provinees,1
productions,1
suflfisantes,1
consommation,19
nese,13
lent,76
quenouille,3
mouillait,1
tire,33
poupée,10
abréger,8
besogne,11
modité,3
fileuses,1
recours,61
salive,37
salivation,21
naturelle,287
insuflisante,5
quifilent,1
nellement,3
maniére,499
forcées,2
