Word,Count
hygiene,204
miére,15
tribut,6
victimes,3
prélévent,1
année,64
vignorance,4
misére,17
derniéres,2
classes,12
société,70
servateur,1
croit,16
pays,52
civilisé,5
monde,82
étudie,4
moeurs,13
pauvres,2
bretagne,4
vendée,1
poitou,1
nivernais,1
sologne,1
lachampagne,1
vosges,1
intérét,58
done,108
guuvernemens,1
point,366
participer,6
instruction,48
masses,3
populeuses,3
excentriques,2
fuser,1
premiers,2
moyens,1
sortir,14
gangue,2
abrutissement,1
enveloppe,13
siécles,2
gouvernans,2
celui,117
vernés,1
rarement,30
pouvoir,25
pattribuer,1
quelque,102
part,88
révolutions,3
peuple,37
vidée,4
participation,1
publique,42
fera,23
partielle,15
saura,6
quoique,36
disséminée,1
rien,146
empéchera,3
étendre,5
individu,34
temens,1
femmes,45
propres,3
défendre,4
contre,167
sions,1
foule,23
agens,4
nuisibles,1
nicieux,1
impressions,2
pheriques,1
auxquelles,29
cesse,24
exposécs,1
nabitudes,1
parties,2
corps,120
téte,119
besoin,148
tement,13
velure,4
longue,51
mieux,131
fournie,2
hommes,3
semble,38
dire,169
vétement,32
naturel,37
suflisant,1
antiquités,1
greeques,2
romaines,2
représentent,4
couverte,7
nations,3
ciel,13
chaud,42
tempéré,3
frances,1
doute,83
emprunté,4
gaulois,6
portaient,7
coiffure,15
climat,23
habitudes,5
sité,6
moyen,166
usage,121
veétirla,1
tage,10
laisse,35
loisir,5
réflexion,12
montre,14
active,24
tyrannique,2
malheureuses,2
grandes,1
douter,11
tances,2
morales,2
attribuer,5
rences,1
existent,9
santé,315
tuelle,4
conditions,3
ordre,41
politique,14
paysannes,3
peine,51
suffire,7
soins,3
maison,44
obligées,1
acquérir,10
soutenir,11
avortemens,2
maladies,4
naissent,13
cause,222
labeur,5
excessif,10
violences,1
extérieures,2
citadines,1
outre,34
accidens,16
tent,12
actions,1
mécaniques,1
trouvons,10
multitude,8
affections,8
organiques,3
insolites,4
nerveuses,1
dues,9
vations,1
prolongées,7
excés,21
genre,46
cominctions,1
vitables,1
fréquentes,3
grands,1
theatres,2
affliveant,1
philanthrope,4
voir,102
circonstances,1
devraient,14
exempter,1
certaines,3
lions,2
nulle,7
prises,1
ration,14
cependant,99
celles,129
avancées,1
grossesse,135
pouvaient,7
chies,1
porter,48
fardeaux,4
rudes,1
travaux,44
champs,2
gués,2
nombre,123
suit,13
constamment,20
cours,6
saisons,5
exigent,12
yité,1
ignorante,2
pagnes,1
produiraient,1
ques,29
avis,19
sages,2
pourraient,15
donner,125
personnes,7
éclairées,2
profitables,1
petit,96
effet,183
partout,23
priser,4
malheureuse,10
esse,2
fruit,40
travail,92
culera,1
impunément,4
livrer,9
position,30
trouve,67
source,58
existait,3
abandonné,5
tion,147
lorsque,63
modes,1
italie,11
duisirent,1
france,55
conquéte,3
naples,6
tard,52
facheuse,18
intronisation,1
medicis,1
ensuite,48
devinrent,2
chevelure,64
véritables,1
caricatures,2
beaux,16
ornemens,1
aide,17
frisure,6
poudre,148
transformé,4
ridicule,14
faudage,1
néanmoins,18
conserva,2
mode,114
jusqu,134
tourmente,1
tionnaire,1
veulent,11
marquer,1
existence,42
térent,1
tutus,1
prirent,1
mesure,57
propreté,55
police,3
militaire,8
savons,8
souffert,6
sacrifice,17
égard,33
arrive,23
sidérement,1
tondre,1
foreé,2
wadmettre,1
titus,2
lana,1
famille,157
localité,9
contrées,5
malgré,17
obstacles,1
oposeront,1
centralisant,1
institutions,15
réseryant,1
pole,1
enfin,89
pourra,36
empécher,14
membres,2
quer,9
reconnaitre,30
importance,36
individuelle,4
rénovation,2
opérera,1
lentement,7
progrés,18
certains,2
affermis,1
circonstance,48
soumises,2
sujettes,5
sortes,1
ajoutons,3
coiffeur,5
précieux,16
coquetterie,23
dommages,3
dames,12
blanchir,3
tems,41
loin,63
nates,1
jolies,2
choses,1
véritable,26
facheux,15
vrai,55
nattes,1
tirailler,1
cheveux,156
pincer,1
fers,5
brilans,1
suivies,3
sion,32
grand,200
organes,6
changement,23
apprécié,4
imconvéniens,1
presser,2
papillotes,3
répétée,13
jours,7
perdre,19
rell,1
puss,1
peele,2
ovsess,1
vetemens,2
abstiendrons,1
parler,63
changemens,7
yétemens,2
ages,15
variations,13
qwils,2
subissent,12
formes,1
parmi,53
modernes,4
grecque,8
romains,21
république,3
miers,1
rois,9
franes,4
lhabillement,1
simple,58
recouvrait,2
aaah,1
allt,1
cron,1
went,1
aime,21
hehe,3
yahi,1
justs,1
these,2
atthe,1
tenth,1
ogvlqee,1
deeb,1
ghaeens,1
laryst,1
rece,1
vets,1
them,1
exempte,5
sounises,1
repris,2
faveur,23
longs,1
deyenus,1
aujourd,60
peigne,16
michalons,1
normandins,1
plaisirs,1
célébrités,1
cirrigeriennes,1
principaux,26
attributs,3
toilette,101
inconvéniens,12
bituellement,2
coiffées,1
blant,1
liant,2
racine,21
portant,22
sens,119
oppose,6
direction,43
tiraille,2
cessairement,1
traction,8
faible,37
cheyeu,2
somme,14
coiffer,2
dentellement,1
plaignent,3
oceasioné,1
tiraillement,3
exercé,4
partie,222
cuir,42
chevelu,34
pourrons,1
établir,5
migraines,3
fismes,1
nerveux,48
céphalalgies,3
unes,13
piquées,3
matelassées,1
composant,2
appareil,30
mauvais,19
goit,6
favorise,6
merveilleusement,6
malpropreté,4
centre,16
chaleur,55
gendre,2
perpétue,2
vermine,1
destruction,9
nécessite,10
gereux,5
couper,16
vivons,3
croyance,8
éloignée,4
époque,66
justice,8
vieilles,2
coutumes,2
rance,7
grande,172
péce,2
humaine,36
niveau,23
brutes,1
cluons,1
portent,24
tuellement,5
vétemens,9
autant,124
maintenir,22
cheyeux,28
garantir,6
froid,69
cessive,1
névraigies,1
faciales,1
craniennes,1
caries,3
dentaires,3
rares,2
restent,11
chef,13
vert,15
conséquemment,2
réseryée,2
campagne,35
desquelles,8
influence,134
nons,2
yvoulons,1
filage,2
chanvre,3
conceyoir,1
provinees,1
productions,1
suflfisantes,1
consommation,2
nese,3
lent,14
quenouille,1
mouillait,1
tire,7
poupée,7
abréger,2
besogne,3
modité,3
fileuses,1
recours,24
salive,15
salivation,6
naturelle,71
insuflisante,2
quifilent,1
nellement,2
maniére,84
forcées,2
tenir,28
bouche,105
gers,5
exciter,8
glandes,2
buccales,1
afin,54
obtenir,27
quantité,52
nécessaire,73
telles,3
consequences,1
occupation,23
lisme,1
continuel,3
quis,8
livrent,9
habituellemert,1
maigreur,25
effrayante,3
routine,13
yaveuglement,1
sensées,1
apprécieront,1
facilement,34
comparant,2
filent,1
habituellement,36
journaliére,7
maigres,4
séchées,1
tamment,1
portantes,10
combien,43
vicieuses,2
dangereux,31
éternisent,2
vastes,1
foyers,2
tlest,1
remarquer,22
pale,11
offrent,18
gvétres,1
pertrophie,1
thyroide,3
contraire,93
fréquent,12
ploient,1
éloignés,4
croire,23
abondante,14
meilleur,33
ployer,4
prévenir,23
arréter,21
infirmité,10
ysique,1
yent,2
dispenser,3
vétir,3
passent,11
température,41
chaude,33
milieu,38
raison,131
importans,2
lement,20
irritables,1
contenus,19
cavités,1
poitrine,57
abdominale,7
torse,8
soigneusement,18
yétue,1
forme,153
tissus,2
composent,10
pouvant,8
riques,3
évident,5
douées,5
susceptibilité,6
échapper,5
action,99
diverses,44
ladies,2
reconnaissent,6
rhumes,5
catarrhes,4
pneumonies,1
présentent,21
quemment,4
sexe,119
féminin,14
deviennent,27
trieux,1
savent,23
approprier,1
convient,73
rapports,1
emportent,3
général,64
bienfaits,8
voulaient,1
venir,17
dangers,4
encourent,1
trissant,1
pain,24
enfournant,1
chauf,1
fant,44
lessives,1
macquant,1
chanyre,2
gravissant,1
arbres,1
chargeantles,1
voitures,1
battant,1
grains,1
lant,5
béche,1
proche,10
derniers,1
avertissaient,1
exposent,10
lavant,1
froide,43
entrant,4
rouissage,1
approche,2
écoulement,7
menstrues,16
commodités,2
suivre,28
ponctuellement,1
faudrait,21
laisser,54
liberté,41
serrant,2
presque,98
incondescens,1
abandonner,7
pernicieux,6
guére,35
jeunes,13
sonnes,11
élevées,1
vivant,17
rester,21
ecouverte,1
laborieuses,1
injures,2
sauraient,16
provinces,3
différente,17
vélir,1
sesurchargent,1
incommode,9
complication,1
amplitude,4
ailleurs,71
mouchoir,6
béguin,2
suflit,3
sannes,2
méridionales,1
blent,4
dessous,4
flexibilité,8
desséchant,1
fortement,18
nuire,6
reproduction,26
régions,2
rale,11
frontale,1
servent,18
sure,10
différentde,1
nuance,13
influent,9
assurément,15
revolutions,2
opérentdans,1
systeéme,4
capillaire,11
provoquent,4
bonne,150
heure,127
lopécie,1
totale,3
hatent,2
bicité,2
vétue,3
veux,37
belle,66
conservent,8
rare,46
blancs,1
merveilleuses,2
jeunesencore,1
indices,3
vieillesse,11
prématurée,10
rait,10
facile,59
concilier,5
interéts,1
adopter,4
