Mot,Occurences
femme,301
femmes,189
hygiene,144
pratique,124
lait,98
sante,86
jour,85
bain,83
tres,80
peau,79
enfant,77
regles,77
lorsque,74
grande,74
soins,72
jeune,68
fille,67
cependant,64
usage,63
temps,63
grand,62
soin,60
assez,58
epoque,56
quelquefois,54
cause,54
sang,54
presque,52
lorsqu,50
partie,48
corps,47
nombre,47
quelque,47
celles,46
organes,46
generalement,45
malade,45
tete,45
tion,43
maladie,43
plusieurs,43
dire,42
enfin,42
mere,41
moyen,41
cafe,39
petite,39
personnes,38
entre,38
puis,37
jamais,37
moment,37
celui,36
chose,36
prendre,36
grossesse,36
mois,36
deja,35
lieu,34
heure,34
done,34
necessaire,34
donner,33
important,33
apres,33
maladies,33
reste,32
contre,32
effet,32
donne,32
telle,32
afin,32
bouche,32
vient,31
constitution,31
jours,31
vingt,30
matrice,30
liquide,30
dents,30
sorte,29
medecin,29
regime,29
dent,29
heures,28
jusqu,28
laquelle,28
aucun,28
constipation,28
devient,27
quantite,27
premiere,27
blanches,27
vent,27
accouchement,27
travail,27
critique,26
menstruation,26
homme,26
froid,26
besoin,26
pris,26
ventre,26
grammes,25
matin,25
maniere,25
flueurs,25
ailleurs,24
nuit,24
trouve,24
fonctions,24
cheveux,24
mieux,23
pres,23
tard,23
enfants,23
personne,23
aliments,23
voit,23
forme,23
seins,23
sein,22
huit,22
influence,22
bout,22
froide,22
puisse,21
cing,21
bonne,21
loin,21
parties,21
medecins,21
necessite,21
certaines,21
produit,21
habitude,21
douleur,21
possible,20
foule,20
precautions,20
moyens,20
traitement,20
rien,20
existence,20
passer,20
aide,20
difficile,19
employer,19
eviter,19
periode,19
duree,19
coup,19
bains,19
petits,19
poudre,19
longtemps,19
cesse,19
choses,19
autant,19
ecoulement,19
fonction,19
yeux,19
sommeil,19
brosse,19
dentifrice,19
parmi,18
seule,18
source,18
grosse,18
certaine,18
vers,18
tions,18
resultat,18
lors,18
chute,18
porte,18
repas,18
chaud,18
gencives,18
voici,17
petit,17
fort,17
simple,17
facilement,17
abord,17
jeunes,17
sait,17
point,17
rapports,17
repos,17
premier,17
accidents,17
guere,17
chaleur,17
estomac,17
conserver,17
quinze,16
trouvent,16
indispensable,16
ordinairement,16
occuper,16
hommes,16
journee,16
nourrice,16
completement,16
visage,16
fievre,16
douleurs,16
action,16
corset,16
prenez,15
viennent,15
voir,15
aucune,15
mettre,15
necessaires,15
filles,15
hygieniques,15
annees,15
unes,15
substances,15
peine,15
bras,15
situation,15
rendre,15
arrive,15
semble,15
part,15
montrent,15
impossible,15
causes,15
tartre,15
tisane,15
agit,14
blanc,14
suivante,14
nuisible,14
utile,14
gens,14
linge,14
espece,14
lesquelles,14
prend,14
famille,14
question,14
demi,14
veut,14
grave,14
arriver,14
considerable,14
circonstances,14
souffrance,14
parents,14
frequemment,14
contraire,14
temperature,14
lotions,14
ajouter,14
huile,13
meme,13
devenir,13
conditions,13
dant,13
annee,13
petites,13
nent,13
mille,13
passe,13
premiers,13
choix,13
exemple,13
parfois,13
certains,13
chaude,13
vive,13
habituelle,13
faite,13
survient,13
garde,13
belle,13
taille,13
contribue,13
aliment,13
formule,12
parfaitement,12
opinion,12
milieu,12
qualites,12
substance,12
malades,12
pourra,12
complete,12
environ,12
servir,12
force,12
tiede,12
veritable,12
preparation,12
acides,12
pourrait,12
lever,12
villes,12
monde,12
livrer,12
epoques,12
selon,12
sage,12
presence,12
habitudes,12
paris,12
reglees,12
perte,12
occupe,12
eprouve,12
place,12
volume,12
contenus,12
viens,12
sortes,12
ques,12
trente,12
interet,12
pieds,12
avantage,12
manque,12
laisser,12
suffit,12
sexuels,12
egalement,11
rapidement,11
minutes,11
indiquer,11
auquel,11
cesser,11
facilite,11
table,11
indique,11
constitue,11
reclame,11
seul,11
objet,11
droit,11
dangereux,11
deviennent,11
venfant,11
beaute,11
entourent,11
certain,11
mamelon,11
formes,11
supporter,11
rester,11
recours,11
accouchee,11
forces,11
nouvelle,11
trouver,11
proprete,11
inconvenient,11
malaises,11
long,11
nourriture,11
operation,11
agreable,11
toutefois,11
gras,10
pommade,10
utiles,10
lage,10
quoique,10
affirmer,10
lequel,10
nourrisson,10
affections,10
organe,10
produire,10
propre,10
conservation,10
facile,10
organisation,10
physique,10
parler,10
tenir,10
facon,10
medicaments,10
coliques,10
regle,10
doute,10
gout,10
sexe,10
acide,10
differents,10
prennent,10
fant,10
fatigue,10
produisent,10
campagnes,10
passent,10
veux,10
chauds,10
puissance,10
rare,10
hemorrhagies,10
inutile,10
rares,10
quant,10
combattre,10
boissons,10
gallica,10
sens,10
auxquelles,10
vetement,10
inconvenients,10
couleur,10
apparition,10
devoir,10
douce,10
calme,10
indispositions,10
habi,10
malgre,9
frais,9
determine,9
esprit,9
memes,9
vhomme,9
grands,9
faute,9
tiedes,9
cons,9
soir,9
puisqu,9
remplir,9
contact,9
medecine,9
savent,9
faible,9
page,9
emploi,9
dames,9
verre,9
exercice,9
maison,9
developpement,9
morales,9
surveillance,9
poitrine,9
rouge,9
legere,9
recourir,9
conseils,9
employee,9
atteintes,9
gene,9
volonte,9
diverses,9
ront,9
sentir,9
caractere,9
jugement,9
nombreux,9
constamment,9
symptemes,9
etre,9
indisposition,9
manger,9
jambes,9
siege,9
suivre,9
dame,9
ville,9
froids,9
vetements,9
desir,9
oblige,9
fortes,9
frictions,9
maigreur,9
crevasses,8
arrivee,8
particulier,8
degre,8
rarement,8
sexuelles,8
moindre,8
role,8
graves,8
telles,8
examen,8
serieux,8
genitales,8
importance,8
erreur,8
preferable,8
lois,8
cceur,8
