Word,Count
hygiene,162
miére,8
tribut,3
victimes,3
prélévent,1
année,34
vignorance,3
misére,10
derniéres,2
classes,12
société,35
servateur,1
croit,8
pays,36
civilisé,4
monde,47
étudie,4
moeurs,8
pauvres,2
bretagne,2
vendée,1
poitou,1
nivernais,1
sologne,1
lachampagne,1
vosges,1
intérét,13
done,38
guuvernemens,1
point,250
participer,6
instruction,9
masses,3
populeuses,3
excentriques,2
fuser,1
premiers,2
moyens,1
sortir,6
gangue,2
abrutissement,1
enveloppe,10
siécles,2
gouvernans,2
celui,51
vernés,1
rarement,24
pouvoir,12
pattribuer,1
quelque,30
part,43
révolutions,3
peuple,32
vidée,2
participation,1
publique,21
fera,11
partielle,7
saura,2
quoique,30
disséminée,1
rien,58
empéchera,2
étendre,3
individu,25
temens,1
femmes,45
propres,3
défendre,2
contre,113
sions,1
foule,13
agens,4
nuisibles,1
nicieux,1
impressions,2
pheriques,1
auxquelles,18
cesse,21
exposécs,1
nabitudes,1
parties,2
corps,120
téte,86
besoin,72
tement,5
velure,3
longue,34
mieux,63
fournie,2
hommes,3
semble,21
dire,90
vétement,21
naturel,21
suflisant,1
antiquités,1
greeques,2
romaines,2
représentent,3
couverte,7
nations,3
ciel,11
chaud,33
tempéré,3
frances,1
doute,13
emprunté,2
gaulois,6
portaient,4
coiffure,13
climat,14
habitudes,5
sité,3
moyen,81
usage,69
veétirla,1
tage,3
laisse,20
loisir,1
réflexion,6
montre,5
active,12
tyrannique,2
malheureuses,2
grandes,1
douter,4
tances,2
morales,2
attribuer,4
rences,1
existent,2
santé,113
tuelle,2
conditions,3
ordre,28
politique,6
paysannes,3
peine,21
suffire,2
soins,3
maison,15
obligées,1
acquérir,8
soutenir,7
avortemens,2
maladies,4
naissent,7
cause,134
labeur,2
excessif,8
violences,1
extérieures,2
citadines,1
outre,25
accidens,16
tent,8
actions,1
mécaniques,1
trouvons,9
multitude,7
affections,8
organiques,3
insolites,4
nerveuses,1
dues,5
vations,1
prolongées,7
excés,18
genre,25
cominctions,1
vitables,1
fréquentes,3
grands,1
theatres,2
affliveant,1
philanthrope,3
voir,43
circonstances,1
devraient,7
exempter,1
certaines,3
lions,2
nulle,3
prises,1
ration,6
cependant,48
celles,74
avancées,1
grossesse,45
pouvaient,2
chies,1
porter,21
fardeaux,1
rudes,1
travaux,18
champs,2
gués,1
nombre,70
suit,8
constamment,19
cours,6
saisons,5
exigent,6
yité,1
ignorante,2
pagnes,1
produiraient,1
ques,16
avis,7
sages,2
pourraient,7
donner,61
personnes,7
éclairées,2
profitables,1
petit,55
effet,75
partout,13
priser,4
malheureuse,10
esse,1
fruit,16
travail,38
culera,1
impunément,2
livrer,7
position,13
trouve,37
source,31
existait,1
abandonné,3
tion,93
lorsque,43
modes,1
italie,10
duisirent,1
france,40
conquéte,2
naples,6
tard,18
facheuse,3
intronisation,1
medicis,1
ensuite,32
devinrent,2
chevelure,56
véritables,1
caricatures,2
beaux,14
ornemens,1
aide,12
frisure,5
poudre,142
transformé,2
ridicule,13
faudage,1
néanmoins,13
conserva,2
mode,49
jusqu,80
tourmente,1
tionnaire,1
veulent,7
marquer,1
existence,27
térent,1
tutus,1
prirent,1
mesure,17
propreté,36
police,2
militaire,3
savons,8
souffert,4
sacrifice,4
égard,26
arrive,9
sidérement,1
tondre,1
foreé,1
wadmettre,1
titus,2
lana,1
famille,19
localité,4
contrées,5
malgré,12
obstacles,1
oposeront,1
centralisant,1
institutions,7
réseryant,1
pole,1
enfin,48
pourra,19
empécher,10
membres,2
quer,7
reconnaitre,11
importance,24
individuelle,4
rénovation,1
opérera,1
lentement,4
progrés,11
certains,2
affermis,1
circonstance,27
soumises,2
sujettes,5
sortes,1
ajoutons,2
coiffeur,5
précieux,10
coquetterie,17
dommages,3
dames,12
blanchir,3
tems,41
loin,35
nates,1
jolies,2
choses,1
véritable,21
facheux,6
vrai,27
nattes,1
tirailler,1
cheveux,141
pincer,1
fers,5
brilans,1
suivies,3
sion,19
grand,114
organes,6
changement,13
apprécié,3
imconvéniens,1
presser,2
papillotes,2
répétée,10
jours,7
perdre,13
rell,1
puss,1
peele,2
ovsess,1
vetemens,2
abstiendrons,1
parler,31
changemens,7
yétemens,2
ages,6
variations,7
qwils,2
subissent,7
formes,1
parmi,40
modernes,4
grecque,5
romains,11
république,1
miers,1
rois,4
franes,2
lhabillement,1
simple,38
recouvrait,1
aaah,1
allt,1
cron,1
went,1
aime,10
hehe,3
yahi,1
justs,1
these,1
atthe,1
tenth,1
ogvlqee,1
deeb,1
ghaeens,1
laryst,1
rece,1
vets,1
them,1
exempte,3
sounises,1
repris,2
faveur,14
longs,1
deyenus,1
aujourd,26
peigne,12
michalons,1
normandins,1
plaisirs,1
célébrités,1
cirrigeriennes,1
principaux,16
attributs,3
toilette,57
inconvéniens,12
bituellement,1
coiffées,1
blant,1
liant,2
racine,17
portant,11
sens,65
oppose,2
direction,11
tiraille,2
cessairement,1
traction,6
faible,22
cheyeu,2
somme,7
coiffer,2
dentellement,1
plaignent,2
oceasioné,1
tiraillement,1
exercé,4
partie,167
cuir,39
chevelu,33
pourrons,1
établir,3
migraines,3
fismes,1
nerveux,37
céphalalgies,1
unes,9
piquées,3
matelassées,1
composant,1
appareil,16
mauvais,8
goit,5
favorise,5
merveilleusement,2
malpropreté,2
centre,11
chaleur,28
gendre,2
perpétue,2
vermine,1
destruction,8
nécessite,4
gereux,3
couper,9
vivons,2
croyance,3
éloignée,2
époque,27
justice,3
vieilles,2
coutumes,2
rance,5
grande,102
péce,2
humaine,26
niveau,10
brutes,1
cluons,1
portent,17
tuellement,3
vétemens,9
autant,55
maintenir,7
cheyeux,2
garantir,4
froid,43
cessive,1
névraigies,1
faciales,1
craniennes,1
caries,3
dentaires,3
rares,2
restent,5
chef,6
vert,13
conséquemment,2
réseryée,1
campagne,12
desquelles,3
influence,58
nons,1
yvoulons,1
filage,2
chanvre,3
conceyoir,1
provinees,1
productions,1
suflfisantes,1
consommation,2
nese,2
lent,10
quenouille,1
mouillait,1
tire,2
poupée,4
abréger,2
besogne,2
modité,2
fileuses,1
recours,14
salive,13
salivation,5
naturelle,61
insuflisante,2
quifilent,1
nellement,2
maniére,40
forcées,2
tenir,11
bouche,75
gers,1
exciter,3
glandes,2
buccales,1
afin,33
obtenir,17
quantité,29
nécessaire,31
telles,3
consequences,1
occupation,18
lisme,1
continuel,2
quis,4
livrent,5
habituellemert,1
maigreur,25
effrayante,1
routine,2
yaveuglement,1
sensées,1
apprécieront,1
facilement,23
comparant,1
filent,1
habituellement,14
journaliére,7
maigres,4
séchées,1
tamment,1
portantes,9
combien,27
vicieuses,2
dangereux,14
éternisent,2
vastes,1
foyers,2
tlest,1
remarquer,12
pale,8
offrent,9
gvétres,1
pertrophie,1
thyroide,3
contraire,48
fréquent,7
ploient,1
éloignés,3
croire,6
abondante,12
meilleur,12
ployer,4
prévenir,12
arréter,14
infirmité,6
ysique,1
yent,2
dispenser,2
vétir,2
passent,6
température,16
chaude,27
milieu,22
raison,59
importans,2
lement,15
irritables,1
contenus,19
cavités,1
poitrine,22
abdominale,7
torse,3
soigneusement,8
yétue,1
forme,81
tissus,2
composent,9
pouvant,4
riques,2
évident,4
douées,4
susceptibilité,6
échapper,2
action,73
diverses,21
ladies,2
reconnaissent,4
rhumes,4
catarrhes,4
pneumonies,1
présentent,14
quemment,4
sexe,89
féminin,7
deviennent,17
trieux,1
savent,12
approprier,1
convient,20
rapports,1
emportent,2
général,41
bienfaits,2
voulaient,1
venir,6
dangers,4
encourent,1
trissant,1
pain,14
enfournant,1
chauf,1
fant,17
lessives,1
macquant,1
chanyre,2
gravissant,1
arbres,1
