Word,Count
hygiene,33
miére,1
tribut,1
victimes,2
prélévent,1
année,2
vignorance,2
misére,7
derniéres,2
classes,8
société,6
servateur,1
croit,2
pays,1
civilisé,1
monde,9
étudie,2
moeurs,4
pauvres,2
bretagne,1
vendée,1
poitou,1
nivernais,1
sologne,1
lachampagne,1
vosges,1
intérét,6
done,10
guuvernemens,1
point,76
participer,2
instruction,5
masses,3
populeuses,1
excentriques,2
fuser,1
premiers,2
moyens,1
sortir,1
gangue,1
abrutissement,1
enveloppe,1
siécles,2
gouvernans,2
celui,1
vernés,1
rarement,11
pouvoir,2
pattribuer,1
quelque,6
part,10
révolutions,3
peuple,5
vidée,2
participation,1
publique,5
fera,1
partielle,2
saura,1
quoique,8
disséminée,1
rien,8
empéchera,1
étendre,1
individu,7
temens,1
femmes,44
propres,3
défendre,1
contre,3
sions,1
foule,7
agens,3
nuisibles,1
nicieux,1
impressions,2
pheriques,1
auxquelles,5
cesse,3
exposécs,1
nabitudes,1
parties,2
corps,22
téte,15
besoin,16
tement,1
velure,1
longue,3
mieux,12
fournie,1
hommes,3
semble,6
dire,8
vétement,3
naturel,8
suflisant,1
antiquités,1
greeques,1
romaines,1
représentent,1
couverte,2
nations,2
ciel,2
chaud,9
tempéré,1
frances,1
doute,1
emprunté,1
gaulois,1
portaient,1
coiffure,5
climat,5
habitudes,5
sité,2
moyen,16
usage,17
veétirla,1
tage,1
laisse,2
loisir,1
réflexion,3
montre,1
active,3
tyrannique,1
malheureuses,2
grandes,1
douter,2
tances,2
morales,2
attribuer,2
rences,1
existent,1
santé,25
tuelle,1
conditions,3
ordre,5
politique,2
paysannes,3
peine,3
suffire,1
soins,3
maison,2
obligées,1
acquérir,3
soutenir,2
avortemens,2
maladies,4
naissent,1
cause,19
labeur,1
excessif,1
violences,1
extérieures,2
citadines,1
outre,5
accidens,7
tent,3
actions,1
mécaniques,1
trouvons,1
multitude,5
affections,4
organiques,3
insolites,1
nerveuses,1
dues,2
vations,1
prolongées,3
excés,3
genre,5
cominctions,1
vitables,1
fréquentes,3
grands,1
theatres,1
affliveant,1
philanthrope,1
voir,4
circonstances,1
devraient,2
exempter,1
