Word,Count
hygiene,642
miére,41
tribut,18
victimes,3
prélévent,1
année,239
vignorance,13
misére,60
derniéres,2
classes,12
société,283
servateur,1
croit,51
pays,167
civilisé,11
monde,302
étudie,10
moeurs,38
pauvres,2
bretagne,8
vendée,2
poitou,1
nivernais,1
sologne,1
lachampagne,1
vosges,3
intérét,173
done,248
guuvernemens,1
point,1255
participer,14
instruction,123
masses,3
populeuses,6
excentriques,3
fuser,2
premiers,2
moyens,1
sortir,45
gangue,2
abrutissement,1
enveloppe,46
siécles,2
gouvernans,2
celui,558
vernés,1
rarement,99
pouvoir,144
pattribuer,1
quelque,406
part,386
révolutions,3
peuple,184
vidée,13
participation,2
publique,129
fera,81
partielle,27
saura,18
quoique,100
disséminée,1
rien,444
empéchera,5
étendre,22
individu,111
temens,1
femmes,45
propres,3
défendre,37
contre,599
sions,1
foule,139
agens,4
nuisibles,1
nicieux,2
impressions,2
pheriques,2
auxquelles,115
cesse,131
exposécs,1
nabitudes,1
parties,2
corps,120
téte,406
besoin,466
tement,60
velure,9
longue,203
mieux,427
fournie,11
hommes,3
semble,183
dire,461
vétement,130
naturel,148
suflisant,2
antiquités,1
greeques,2
romaines,2
représentent,14
couverte,23
nations,3
ciel,95
chaud,152
tempéré,14
frances,1
doute,185
emprunté,12
gaulois,15
portaient,15
coiffure,25
climat,59
habitudes,5
sité,22
moyen,767
usage,400
veétirla,1
tage,32
laisse,110
loisir,16
réflexion,40
montre,59
active,96
tyrannique,6
malheureuses,2
grandes,1
douter,24
tances,2
morales,2
attribuer,18
rences,1
existent,29
santé,786
tuelle,16
conditions,3
ordre,220
politique,45
paysannes,3
peine,249
suffire,28
soins,3
maison,118
obligées,1
acquérir,48
soutenir,65
avortemens,2
maladies,4
naissent,31
cause,674
labeur,8
excessif,20
violences,1
extérieures,2
citadines,1
outre,147
accidens,31
tent,39
actions,1
mécaniques,1
trouvons,15
multitude,30
affections,8
organiques,3
insolites,5
nerveuses,1
dues,35
vations,1
prolongées,7
excés,109
genre,227
cominctions,1
vitables,2
fréquentes,3
grands,1
theatres,2
affliveant,1
philanthrope,4
voir,333
circonstances,1
devraient,31
exempter,2
certaines,3
lions,2
nulle,25
prises,1
ration,87
cependant,313
celles,443
avancées,1
grossesse,300
pouvaient,25
chies,2
porter,174
fardeaux,10
rudes,1
travaux,161
champs,2
gués,5
nombre,499
suit,67
constamment,73
cours,6
saisons,5
exigent,54
yité,1
ignorante,10
pagnes,1
produiraient,3
ques,113
avis,58
sages,2
pourraient,66
donner,435
personnes,7
éclairées,2
profitables,1
petit,288
effet,962
partout,109
priser,4
malheureuse,28
esse,8
fruit,126
travail,397
culera,1
impunément,17
livrer,71
position,179
trouve,247
source,192
existait,11
abandonné,23
tion,692
lorsque,300
modes,1
italie,31
duisirent,1
france,209
conquéte,18
naples,7
tard,150
facheuse,39
intronisation,1
medicis,2
ensuite,208
devinrent,10
chevelure,82
véritables,1
caricatures,2
beaux,64
ornemens,1
aide,129
frisure,7
poudre,226
transformé,9
ridicule,54
faudage,3
néanmoins,47
conserva,6
mode,305
jusqu,515
tourmente,10
tionnaire,2
veulent,42
marquer,6
existence,185
térent,1
tutus,1
prirent,6
mesure,226
propreté,102
police,7
militaire,133
savons,8
souffert,12
sacrifice,55
égard,119
arrive,102
sidérement,1
tondre,2
foreé,5
wadmettre,1
titus,7
lana,2
famille,413
localité,16
contrées,5
malgré,78
obstacles,1
oposeront,1
centralisant,1
institutions,15
réseryant,1
pole,4
enfin,470
pourra,99
empécher,59
membres,2
quer,28
reconnaitre,69
importance,144
individuelle,23
rénovation,4
opérera,1
lentement,48
progrés,70
certains,2
affermis,2
circonstance,244
soumises,2
sujettes,5
sortes,1
ajoutons,21
coiffeur,6
précieux,63
coquetterie,44
dommages,3
dames,12
blanchir,7
tems,42
loin,228
nates,1
jolies,2
choses,1
véritable,151
facheux,37
vrai,148
nattes,1
tirailler,2
cheveux,228
pincer,4
fers,13
brilans,1
suivies,3
sion,145
grand,753
organes,6
changement,93
apprécié,8
imconvéniens,1
presser,7
papillotes,3
répétée,27
jours,7
perdre,90
rell,1
puss,1
peele,2
ovsess,1
vetemens,2
abstiendrons,2
parler,180
changemens,9
yétemens,2
ages,49
variations,22
qwils,2
subissent,27
formes,1
parmi,196
modernes,4
grecque,27
romains,26
république,21
miers,1
rois,26
franes,4
lhabillement,1
simple,298
recouvrait,5
aaah,2
allt,2
cron,2
went,3
aime,71
hehe,5
yahi,1
justs,1
these,11
atthe,1
tenth,1
ogvlqee,1
deeb,1
ghaeens,1
laryst,1
rece,4
vets,4
them,1
exempte,24
sounises,1
repris,12
faveur,90
longs,1
deyenus,1
aujourd,134
peigne,22
michalons,2
normandins,1
plaisirs,1
célébrités,1
cirrigeriennes,1
principaux,60
attributs,3
toilette,173
inconvéniens,12
bituellement,3
coiffées,1
blant,3
liant,3
racine,63
portant,67
sens,366
oppose,36
direction,126
tiraille,2
cessairement,3
traction,47
faible,209
cheyeu,2
somme,62
coiffer,5
dentellement,2
plaignent,10
oceasioné,1
tiraillement,10
exercé,41
partie,798
cuir,73
chevelu,48
pourrons,1
établir,41
migraines,3
fismes,1
nerveux,204
céphalalgies,3
unes,73
piquées,3
matelassées,1
composant,13
appareil,324
mauvais,82
goit,13
favorise,36
merveilleusement,12
malpropreté,5
centre,87
chaleur,199
gendre,8
perpétue,4
vermine,1
destruction,23
nécessite,34
gereux,9
couper,29
vivons,7
croyance,25
éloignée,20
époque,317
justice,25
vieilles,2
coutumes,2
rance,23
grande,640
péce,4
humaine,145
niveau,91
brutes,1
cluons,1
portent,75
tuellement,6
vétemens,9
autant,382
maintenir,72
cheyeux,31
garantir,27
froid,251
cessive,1
névraigies,1
faciales,1
craniennes,2
caries,3
dentaires,3
rares,2
restent,47
chef,47
vert,46
conséquemment,10
réseryée,2
campagne,113
desquelles,48
influence,420
nons,8
yvoulons,1
filage,2
chanvre,7
conceyoir,4
provinees,1
productions,1
suflfisantes,1
consommation,15
nese,12
lent,51
quenouille,2
mouillait,1
tire,21
poupée,9
abréger,8
besogne,8
modité,3
fileuses,1
recours,61
salive,26
salivation,9
naturelle,221
insuflisante,4
quifilent,1
nellement,2
maniére,361
forcées,2
tenir,168
bouche,240
gers,13
exciter,30
glandes,2
buccales,1
afin,186
obtenir,110
quantité,263
nécessaire,289
telles,3
consequences,1
occupation,67
lisme,3
continuel,26
quis,21
livrent,40
habituellemert,1
maigreur,78
effrayante,7
routine,17
yaveuglement,1
sensées,1
apprécieront,1
facilement,95
comparant,2
filent,1
habituellement,61
journaliére,17
maigres,4
séchées,1
tamment,3
portantes,10
combien,147
vicieuses,2
dangereux,85
éternisent,3
vastes,1
foyers,2
tlest,3
remarquer,96
pale,67
offrent,64
gvétres,1
pertrophie,1
thyroide,8
contraire,264
fréquent,85
ploient,2
éloignés,4
croire,67
abondante,66
meilleur,128
ployer,15
prévenir,110
arréter,68
infirmité,43
ysique,2
yent,5
dispenser,10
vétir,7
passent,53
température,224
chaude,115
milieu,191
raison,443
importans,2
lement,54
irritables,1
contenus,19
cavités,1
poitrine,190
abdominale,29
torse,21
soigneusement,26
yétue,1
forme,518
tissus,2
composent,54
pouvant,47
riques,3
évident,26
douées,5
susceptibilité,27
échapper,31
action,463
diverses,50
ladies,2
reconnaissent,19
rhumes,5
catarrhes,4
pneumonies,1
présentent,63
quemment,9
sexe,395
féminin,36
deviennent,80
trieux,1
savent,56
approprier,3
convient,187
rapports,1
emportent,7
général,297
bienfaits,8
voulaient,4
venir,70
dangers,4
encourent,1
trissant,1
pain,85
enfournant,1
chauf,1
fant,111
lessives,1
macquant,1
chanyre,2
gravissant,1
arbres,1
chargeantles,1
voitures,1
battant,4
grains,1
lant,28
béche,1
proche,21
derniers,1
avertissaient,1
exposent,23
lavant,1
froide,163
entrant,19
rouissage,1
approche,41
écoulement,77
menstrues,36
commodités,2
suivre,104
ponctuellement,3
faudrait,54
laisser,129
liberté,110
serrant,7
presque,398
incondescens,1
abandonner,27
pernicieux,15
guére,95
jeunes,13
sonnes,11
élevées,1
vivant,63
rester,71
ecouverte,1
laborieuses,1
injures,3
sauraient,38
provinces,3
différente,113
vélir,5
sesurchargent,1
incommode,26
complication,42
amplitude,22
ailleurs,222
mouchoir,6
béguin,2
suflit,4
sannes,2
méridionales,1
blent,11
dessous,21
flexibilité,11
desséchant,1
fortement,67
nuire,19
reproduction,54
régions,2
rale,28
frontale,3
servent,50
sure,22
différentde,1
nuance,32
influent,19
assurément,43
revolutions,2
opérentdans,1
systeéme,10
capillaire,87
provoquent,15
bonne,378
heure,503
lopécie,1
totale,18
hatent,3
bicité,2
vétue,9
veux,94
belle,272
conservent,24
rare,187
blancs,1
merveilleuses,2
jeunesencore,1
indices,3
vieillesse,62
prématurée,49
rait,29
facile,228
concilier,20
interéts,1
adopter,18
rapport,402
maux,155
désolent,2
inférieures,1
gouvernement,25
entendu,63
pourrait,144
diminuer,60
sére,6
résulte,84
implacable,2
avare,9
struction,4
favoris,5
fortune,66
taient,9
dominés,2
égoisme,14
refuse,17
tourner,15
profit,52
retireraient,1
nombreuses,2
détruit,34
ignorance,38
ties,25
daigne,1
parcourir,16
fléaux,3
verra,20
degradation,2
physique,501
morale,214
réduites,1
disons,46
toit,13
vues,39
naitre,92
ingrat,7
émigrent,1
conscriptions,1
enlévent,10
rouvent,1
succomber,14
successivement,34
phthisie,52
idiopathique,2
résultat,252
metier,2
faisaient,31
commun,85
apprécier,43
inconveniens,5
attachés,3
profession,59
suffit,121
envisager,15
ensemble,139
corporelles,1
vexercent,1
néral,11
malingres,6
piles,2
atteintes,1
obstructions,3
douleurs,1
matismales,1
métier,25
mémes,195
niens,2
plein,114
riviéres,1
convaincre,19
assertion,17
mettre,232
ralléle,3
blanchisseuses,3
bateaux,1
situés,1
rives,1
seine,18
ouvriéres,4
lintérieur,10
paris,287
différences,2
tiennent,93
constances,3
aapprécier,1
employees,2
commerce,51
triage,2
manipulation,5
substances,2
toxique,22
table,172
matieres,5
chapitre,138
jamais,482
prise,104
considération,106
choix,137
différens,3
particuliérement,27
corsets,12
chaussure,42
cors,13
proprete,4
meteo,1
nutieuse,2
injections,3
pernicicuses,3
bains,5
domestiques,1
salutaires,5
emploi,96
cosmetiques,1
apprndicce,1
tablik,1
dégarnies,2
haut,206
accoutrement,4
lacés,1
robes,3
simplement,72
