Word,Count
hygiene,1028
miére,68
tribut,30
victimes,3
prélévent,1
année,400
vignorance,13
misére,119
derniéres,2
classes,12
société,411
servateur,1
croit,93
pays,336
civilisé,17
monde,510
étudie,12
moeurs,60
pauvres,2
bretagne,9
vendée,2
poitou,1
nivernais,1
sologne,1
lachampagne,1
vosges,3
intérét,233
done,481
guuvernemens,1
point,1942
participer,17
instruction,164
masses,3
populeuses,6
excentriques,3
fuser,2
premiers,2
moyens,1
sortir,99
gangue,2
abrutissement,1
enveloppe,94
siécles,2
gouvernans,2
celui,818
vernés,1
rarement,165
pouvoir,239
pattribuer,1
quelque,678
part,535
révolutions,3
peuple,249
vidée,15
participation,4
publique,231
fera,210
partielle,33
saura,26
quoique,162
disséminée,3
rien,798
empéchera,13
étendre,33
individu,205
temens,1
femmes,45
propres,3
défendre,56
contre,1079
sions,1
foule,197
agens,4
nuisibles,1
nicieux,4
impressions,2
pheriques,2
auxquelles,116
cesse,207
exposécs,1
nabitudes,1
parties,2
corps,120
téte,750
besoin,780
tement,132
velure,11
longue,325
mieux,700
fournie,13
hommes,3
semble,294
dire,809
vétement,323
naturel,227
suflisant,2
antiquités,1
greeques,2
romaines,2
représentent,30
couverte,47
nations,3
ciel,120
chaud,320
tempéré,25
frances,1
doute,321
emprunté,16
gaulois,16
portaient,19
coiffure,53
climat,210
habitudes,5
sité,31
moyen,1268
usage,602
veétirla,1
tage,60
laisse,186
loisir,20
réflexion,61
montre,108
active,168
tyrannique,10
malheureuses,2
grandes,1
douter,38
tances,2
morales,2
attribuer,29
rences,1
existent,43
santé,1409
tuelle,22
conditions,3
ordre,302
politique,53
paysannes,3
peine,394
suffire,38
soins,3
maison,266
obligées,1
acquérir,60
soutenir,96
avortemens,4
maladies,4
naissent,48
cause,1194
labeur,23
excessif,32
violences,1
extérieures,2
citadines,1
outre,250
accidens,42
tent,80
actions,1
mécaniques,1
trouvons,33
multitude,38
affections,8
organiques,3
insolites,5
nerveuses,1
dues,66
vations,1
prolongées,7
excés,179
genre,328
cominctions,1
vitables,3
fréquentes,3
grands,1
theatres,2
affliveant,1
philanthrope,8
voir,539
circonstances,1
devraient,48
exempter,3
certaines,3
lions,2
nulle,47
prises,1
ration,126
cependant,510
celles,635
avancées,1
grossesse,582
pouvaient,31
chies,2
porter,270
fardeaux,15
rudes,1
travaux,226
champs,2
gués,6
nombre,783
suit,110
constamment,126
cours,6
saisons,5
exigent,80
yité,1
ignorante,14
pagnes,1
produiraient,4
ques,226
avis,106
sages,2
pourraient,93
donner,764
personnes,7
éclairées,2
profitables,1
petit,783
effet,1354
partout,179
priser,5
malheureuse,52
esse,12
fruit,197
travail,651
culera,1
impunément,25
livrer,108
position,269
trouve,462
source,284
existait,13
abandonné,33
tion,1188
lorsque,615
modes,1
italie,41
duisirent,2
france,365
conquéte,26
naples,10
tard,300
facheuse,88
intronisation,1
medicis,3
ensuite,341
devinrent,13
chevelure,106
véritables,1
caricatures,2
beaux,91
ornemens,2
aide,177
frisure,11
poudre,319
transformé,10
ridicule,81
faudage,3
néanmoins,68
conserva,6
mode,414
jusqu,802
tourmente,14
tionnaire,2
veulent,79
marquer,12
existence,293
térent,1
tutus,1
prirent,7
mesure,361
propreté,220
police,26
militaire,152
savons,8
souffert,22
sacrifice,73
égard,184
arrive,216
sidérement,1
tondre,4
foreé,10
wadmettre,2
titus,7
lana,2
famille,641
localité,28
contrées,5
malgré,162
obstacles,1
oposeront,1
centralisant,1
institutions,15
réseryant,1
pole,14
enfin,775
pourra,181
empécher,124
membres,2
quer,41
reconnaitre,107
importance,230
individuelle,43
rénovation,9
opérera,2
lentement,65
progrés,118
certains,2
affermis,2
circonstance,330
soumises,2
sujettes,5
sortes,1
ajoutons,37
coiffeur,8
précieux,101
coquetterie,63
dommages,3
dames,12
blanchir,8
tems,83
loin,372
nates,1
jolies,2
choses,1
véritable,252
facheux,59
vrai,271
nattes,1
tirailler,3
cheveux,319
pincer,5
fers,18
brilans,1
suivies,3
sion,230
