Mot,Occurences
femme,1780
hygiene,316
point,304
temps,288
medicale,266
histoire,245
sante,237
amour,225
homme,218
philosophique,196
grand,174
esprit,164
jeune,150
mere,148
corps,147
enfin,135
celui,134
force,131
jour,128
jeunes,128
grande,126
jamais,125
monde,124
celles,122
sexe,116
jusqu,116
quelque,114
epoque,112
dire,110
exercice,109
bonheur,109
fille,109
raison,108
maladies,108
vers,107
contre,106
entre,104
beaute,104
regime,104
enfant,103
usage,101
quelquefois,101
filles,101
presque,101
lorsque,99
rien,97
coeur,97
grossesse,96
besoin,95
personnes,95
partie,95
donne,93
organes,93
autant,92
sentiment,92
effet,90
soins,90
hommes,89
influence,88
moyens,87
mariage,87
objet,86
cause,86
premier,86
plaisir,86
tion,85
nombre,85
donner,85
plaisirs,83
rendre,82
yeux,82
peau,81
moyen,80
lait,80
passions,78
jours,78
belle,78
maniere,78
sein,77
cependant,77
maux,77
assez,77
siecle,74
soin,74
sang,73
societe,73
bonne,72
doux,72
mieux,72
fonctions,72
lois,71
enfants,71
moment,71
travail,71
madame,70
epoux,69
eviter,68
premiere,68
circonstances,68
voir,68
general,67
cesse,66
existence,66
sensibilite,66
apres,65
tete,65
lieu,65
lorsqu,65
parmi,64
menstruation,64
plusieurs,64
regles,64
heureux,64
physique,64
cour,64
necessaire,63
constitution,63
vertu,63
repos,63
jeunesse,63
cceur,62
sens,62
mode,62
temperament,62
education,62
premiers,61
trouve,61
pourrait,61
passion,61
prendre,60
bains,59
porte,59
morale,58
medecin,58
seul,58
seule,58
desirs,58
sommeil,58
douce,57
exces,57
aliments,57
froid,57
devient,57
dela,56
genre,56
loin,56
voix,55
luxe,55
affections,55
maladie,55
deja,54
sorte,54
milieu,54
mort,54
nouvelle,54
meme,53
foule,53
accidents,53
louis,53
douleurs,53
reste,53
dieu,53
laquelle,52
systeme,52
faible,52
causes,52
auteur,52
main,51
grands,50
propre,50
vient,50
espece,50
devoir,50
developpement,50
personne,50
position,50
charmes,49
sait,49
travaux,49
tendre,49
medecine,49
bras,49
heure,48
source,48
puis,48
facile,48
contraire,48
part,47
mceurs,47
rend,47
chaleur,47
veut,47
effets,47
charme,46
formes,46
habitudes,46
mettre,46
gout,46
action,46
vetements,45
livre,45
fort,45
devant,45
devoirs,45
utile,44
douleur,44
parties,44
organisation,44
empire,44
chose,44
faiblesse,44
desir,43
cours,43
famille,43
caractere,43
beau,43
ailleurs,43
meeurs,43
choses,43
peine,43
tres,42
organe,42
voit,42
retour,42
parents,42
grace,42
terre,42
mouvements,41
semble,41
simple,41
cetle,41
porter,41
nuit,41
aucune,41
moral,41
telle,40
boissons,40
dangers,40
tour,40
habitude,40
efforts,40
plaire,39
jouissances,39
suite,39
certaines,39
impressions,39
calme,39
longtemps,39
pres,39
forces,39
naitre,39
prevenir,38
naturelle,38
mois,38
ouvrage,38
aime,38
faisait,38
france,38
egalement,37
epouse,37
vertus,37
puissance,37
vivre,37
temperature,37
ordinaire,37
vingt,37
idees,37
aucun,37
enceinte,37
conserver,36
nerveux,36
forte,36
fatigue,36
mari,36
vive,36
pensee,36
attention,36
mille,36
grandes,36
exemple,35
pouvoir,35
possible,35
aujourd,35
humaine,35
combien,35
nouveau,35
bientet,35
courage,35
celte,34
pudeur,34
nourriture,34
prix,34
coup,34
devenir,34
vrai,34
gloire,34
danger,34
nerveuse,34
saurait,34
marche,34
rapport,33
propres,33
premieres,33
graces,33
puisse,33
etude,33
arrive,33
fortune,33
produire,33
honneur,33
dents,32
annees,32
auxquels,32
exercices,32
eprouve,32
ensuite,32
sentiments,32
perdre,32
pris,32
appelle,32
pourraient,32
besoins,32
quoique,32
imagination,32
traits,32
mains,32
vent,32
passe,32
genie,32
fils,32
arts,31
produit,31
graves,31
voila,31
science,31
abord,31
duree,31
forme,31
aimer,31
exige,31
facultes,31
cing,31
pouvait,31
peuple,30
ciel,30
conseils,30
celle,30
condition,30
davantage,30
emotions,30
revolution,30
faibles,30
telles,30
jouir,30
beaux,30
qualites,30
avantages,30
suppression,30
funestes,30
eclat,30
avantage,30
succes,30
fleurs,29
peines,29
auxquelles,29
danse,29
critique,29
degre,29
malade,29
vives,29
mouvement,29
place,29
devait,29
prend,29
ajouter,29
precautions,29
cheveux,29
memes,29
trouver,29
meres,29
viennent,28
longue,28
principe,28
matrice,28
tenir,28
suivant,28
puberte,28
experience,28
doute,28
savoir,28
diverses,28
partout,28
accouchement,28
precaution,28
convient,28
epoques,28
nourrice,28
legere,28
instant,28
douces,28
poitrine,28
physiques,28
verite,28
noble,28
developpe,28
existe,28
parait,28
defaut,28
enceintes,28
bouche,27
droit,27
afin,27
ments,27
rarement,27
energie,27
vieillesse,27
heureuse,27
docteur,27
offre,27
religion,27
avance,27
veritable,27
tions,27
pays,27
differents,27
delicate,27
marquise,27
sterilite,27
convenable,26
parler,26
sentir,26
seuls,26
enfance,26
sage,26
conditions,26
europe,26
accouchee,26
quoi,26
sensible,26
objets,26
laisse,26
tiennent,26
triste,26
prince,26
merite,25
unes,25
substances,25
plein,25
auquel,25
simples,25
tient,25
galanterie,25
elre,25
pied,25
rapports,25
presente,25
penible,25
gene,25
capables,25
lieux,25
interet,25
fievre,25
joie,25
malgre,25
impression,25
selon,25
lors,25
generale,25
pense,25
eaux,25
lequel,25
trouvent,25
anciens,25
pure,25
eleve,25
crainte,25
repas,25
musique,25
servir,25
laisser,24
toilette,24
saison,24
autour,24
remplir,24
respect,24
vices,24
favoriser,24
autrefois,24
humain,24
deviennent,24
proprete,24
affection,24
occupe,24
teint,24
suites,24
mesure,24
semblable,24
couches,24
heures,24
amant,24
penibles,24
lesquelles,24
liberte,24
pere,24
nouvelles,24
resultat,24
haut,24
capable,24
ajoute,23
sons,23
sent,23
choix,23
bles,23
regne,23
offrent,23
generation,23
pieds,23
preceptes,23
principes,23
ordinairement,23
dangereux,23
volume,23
uterus,23
passer,23
legeres,23
trouble,23
disposition,23
larmes,23
lesquels,23
etre,23
saisons,23
chercher,23
faisant,23
animaux,23
conservation,23
ardeur,23
villes,23
certain,23
presence,23
reine,23
valliere,23
spectacle,23
fortes,22
modes,22
changements,22
embonpoint,22
ventre,22
occupations,22
vain,22
ecoulement,22
garde,22
tristes,22
progres,22
abus,22
cher,22
portent,22
tendres,22
jouit,22
frequentes,22
connaitre,22
reserve,22
amitie,22
difficile,22
donnent,22
nuisible,22
veille,22
voici,22
sexes,22
actions,22
bain,22
volupte,22
saint,22
observe,22
ridicule,22
chevalier,22
secours,22
tendresse,22
eprouver,21
acces,21
forment,21
vigueur,21
viandes,21
egard,21
soutenir,21
quant,21
lair,21
souvenir,21
activite,21
ames,21
demi,21
suffit,21
regard,21
dant,21
salutaire,21
nerveuses,21
innocence,21
favorable,21
elait,21
active,21
table,21
entiere,21
dame,21
naturel,21
saignee,21
important,21
philosophe,21
aupres,21
economie,21
remedes,21
former,21
dangereuse,21
public,21
paris,21
parle,21
rendent,20
chant,20
fruit,20
craindre,20
liqueurs,20
plutet,20
conduite,20
circonstance,20
double,20
morales,20
semblables,20
membres,20
naturelles,20
lymphatique,20
rare,20
mamelles,20
fuir,20
pensees,20
importance,20
apprendre,20
grandeur,20
cherche,20
couche,20
regards,20
taille,20
long,20
cesser,20
boisson,20
ques,20
veux,20
suivre,20
sensations,20
grave,20
brillante,20
vice,20
couleurs,20
sort,20
frais,20
union,20
leger,19
moeurs,19
chaud,19
constamment,19
principalement,19
conviennent,19
individus,19
inconvenient,19
occuper,19
peuples,19
exemples,19
puisque,19
mollesse,19
livrer,19
femmes,19
sejour,19
manque,19
remarque,19
extreme,19
recherche,19
inconvenients,19
nouvel,19
page,19
jusque,19
livres,19
petit,19
intelligence,19
decence,19
changer,19
necessaires,19
nuisibles,19
obstacle,19
cessation,19
libre,19
talent,19
celebre,19
traitement,19
legerement,19
outre,19
differentes,19
fortement,19
guere,19
rome,19
profonde,19
supporter,19
harmonie,19
aller,19
prit,19
ardent,19
chacun,19
importante,18
appetit,18
determine,18
digestion,18
devons,18
domestique,18
nations,18
pertes,18
figure,18
siege,18
sions,18
conception,18
malheur,18
petite,18
terme,18
visage,18
utiles,18
entretenir,18
prudence,18
nourrir,18
ennui,18
disait,18
seins,18
moindre,18
indispensable,18
sollicitude,18
ordre,18
funeste,18
modere,18
menstrues,18
vivement,18
vautre,18
veulent,18
expression,18
annee,18
souffrance,18
bientdt,18
printemps,18
prepare,18
aide,18
frappe,18
fond,18
sujettes,18
connait,18
venus,18
romans,18
perte,17
idee,17
sensibles,17
silence,17
certains,17
lage,17
violentes,17
secousses,17
exposees,17
commence,17
expose,17
tard,17
signes,17
poids,17
spectacles,17
salutaires,17
tristesse,17
demande,17
quantite,17
dernier,17
lettres,17
derniere,17
observation,17
emploi,17
absolu,17
respiration,17
phenomenes,17
fraicheur,17
fruits,17
cafe,17
satisfaire,17
elever,17
aspect,17
consequent,17
voile,17
firent,17
digne,17
precieux,17
trente,17
face,17
agreable,17
laissent,17
veilles,17
froide,17
determiner,17
sublime,17
montagnes,17
muscles,17
crime,17
frequent,16
vesprit,16
haute,16
defendre,16
commerce,16
change,16
semblent,16
base,16
essentielle,16
philosophiqle,16
politesse,16
changement,16
