Word,Count
hygiene,286
miére,33
tribut,10
victimes,3
prélévent,1
année,156
vignorance,9
misére,36
derniéres,2
classes,12
société,178
servateur,1
croit,38
pays,106
civilisé,6
monde,122
étudie,5
moeurs,18
pauvres,2
bretagne,6
vendée,2
poitou,1
nivernais,1
sologne,1
lachampagne,1
vosges,3
intérét,113
done,174
guuvernemens,1
point,791
participer,11
instruction,110
masses,3
populeuses,5
excentriques,3
fuser,1
premiers,2
moyens,1
sortir,29
gangue,2
abrutissement,1
enveloppe,33
siécles,2
gouvernans,2
celui,355
vernés,1
rarement,58
pouvoir,77
pattribuer,1
quelque,215
part,262
révolutions,3
peuple,106
vidée,4
participation,1
publique,100
fera,63
partielle,20
saura,13
quoique,59
disséminée,1
rien,286
empéchera,4
étendre,14
individu,68
temens,1
femmes,45
propres,3
défendre,13
contre,359
sions,1
foule,65
agens,4
nuisibles,1
nicieux,1
impressions,2
pheriques,1
auxquelles,79
cesse,52
exposécs,1
nabitudes,1
parties,2
corps,120
téte,265
besoin,269
tement,43
velure,6
longue,136
mieux,283
fournie,8
hommes,3
semble,97
dire,299
vétement,57
naturel,98
suflisant,2
antiquités,1
greeques,2
romaines,2
représentent,10
couverte,11
nations,3
ciel,21
chaud,83
tempéré,5
frances,1
doute,136
emprunté,8
gaulois,8
portaient,7
coiffure,16
climat,34
habitudes,5
sité,15
moyen,485
usage,235
veétirla,1
tage,18
laisse,68
loisir,9
réflexion,20
montre,37
active,57
tyrannique,3
malheureuses,2
grandes,1
douter,13
tances,2
morales,2
attribuer,15
rences,1
existent,19
santé,469
tuelle,11
conditions,3
ordre,172
politique,23
paysannes,3
peine,132
suffire,13
soins,3
maison,81
obligées,1
acquérir,29
soutenir,34
avortemens,2
maladies,4
naissent,19
cause,436
labeur,8
excessif,15
violences,1
extérieures,2
citadines,1
outre,108
accidens,31
tent,20
actions,1
mécaniques,1
trouvons,12
multitude,17
affections,8
organiques,3
insolites,5
nerveuses,1
dues,28
vations,1
prolongées,7
excés,70
genre,133
cominctions,1
vitables,2
fréquentes,3
grands,1
theatres,2
affliveant,1
philanthrope,4
voir,198
circonstances,1
devraient,22
exempter,2
certaines,3
lions,2
nulle,17
prises,1
ration,40
cependant,176
celles,262
avancées,1
grossesse,170
pouvaient,17
chies,2
porter,116
fardeaux,9
rudes,1
travaux,93
champs,2
gués,5
nombre,332
suit,43
constamment,45
cours,6
saisons,5
exigent,33
yité,1
ignorante,7
pagnes,1
produiraient,1
ques,75
avis,36
sages,2
pourraient,31
donner,261
personnes,7
éclairées,2
profitables,1
petit,205
effet,720
partout,62
priser,4
malheureuse,15
esse,2
fruit,61
travail,282
culera,1
impunément,8
livrer,39
position,111
trouve,153
source,95
existait,7
abandonné,15
tion,466
lorsque,129
modes,1
