Word,Count
douze,42
premiers,3
mois,246
bebe,73
fermez,3
rideaux,9
ouvrez,2
fenétre,9
permettrez,2
déyelopper,1
mons,5
petit,271
vers,126
lequel,31
tendront,1
désormais,7
efforts,3
espérances,3
joies,1
telle,85
installation,3
cité,3
nursery,2
élégante,5
ployant,1
nouveau,24
style,2
gracieux,4
approprié,15
coin,3
home,2
question,61
gout,16
sonnel,1
dépend,25
lemplacement,1
dispose,3
importe,12
retenir,7
local,4
salubre,1
propre,57
vhygiéne,6
facteur,5
important,23
santé,115
physique,68
enfant,867
mode,35
partir,33
deuxiéme,18
corps,165
aucun,57
soutien,5
exposer,11
mille,28
inconvénients,1
graves,4
laisser,62
liberté,10
absolue,27
mouvement,72
tard,63
bébé,204
essaiera,2
marcher,25
faudra,31
modifier,9
toilette,50
raccourcir,1
robe,20
jupon,14
remplacer,22
chaussons,2
souliers,2
cuir,14
souple,12
lieu,108
lange,40
porter,34
pantalons,2
toile,39
fine,23
tenu,13
grand,120
propreté,39
rester,23
longtemps,48
mouillé,6
done,129
nécessaire,116
couches,1
assez,111
nombre,60
douzaines,1
chambre,47
maintenue,5
pérature,2
réguliére,17
pourra,63
temps,89
jour,364
libre,35
suffisamment,12
couvert,13
prévenir,17
contre,135
froid,68
belle,41
saison,14
besoin,107
téte,82
couverte,4
cuance,1
part,75
fant,61
changé,6
disait,3
professeur,15
bouchut,2
normal,34
foule,6
arriver,33
etre,8
fréle,9
défense,10
nait,7
tance,13
suffisante,23
impressions,1
premiére,96
année,72
dure,26
passer,37
statistiques,3
néfastes,2
indiquent,8
hélas,4
combien,34
succombent,2
lutter,5
danger,76
prémunir,2
influences,1
morbides,1
préoccupation,2
maman,39
attente,1
préparer,21
apportera,2
soins,1
minutieux,3
assidus,1
tendres,1
layette,16
heures,3
utile,35
changer,18
ensuite,56
aussitét,9
éveillé,6
nourrisson,65
effet,74
salit,3
fréquemment,11
souillé,2
déterminerait,1
ulcérations,3
peau,123
soin,168
éviter,88
environ,39
tétée,64
repas,92
dance,1
endormir,3
empécher,32
moyenne,24
huit,24
neuf,16
abstenir,13
nuit,61
toutefois,30
exige,16
croyez,3
mesdames,3
difficile,71
rendre,40
detrés,1
bonne,140
heure,203
habitue,3
sitot,1
plusieurs,54
journée,22
coucher,28
tient,30
quelque,75
vase,9
jusqu,113
quil,60
soulagé,2
méthode,17
précieuse,6
points,1
lement,29
dormant,4
trouve,74
habitude,61
puisqu,16
contact,18
évite,4
salir,3
grande,145
quantité,73
linge,36
démailloté,1
lavé,14
froide,43
tiéde,26
hiver,27
atta,1
rind,1
lereke,1
vient,52
naitre,14
déposé,7
chaud,50
pansements,2
usage,151
terminés,1
donne,87
premier,197
bain,115
barn,1
enduire,1
légérement,19
vaseline,14
essuyer,4
soigneusement,17
plonger,7
faute,21
thermométre,4
évaluer,1
température,57
plongeant,4
coude,4
impression,10
ressentie,2
agréable,23
maintenu,8
moyen,148
doigts,3
main,95
gauche,13
placés,1
fourche,1
derriére,13
boule,7
ouate,22
hydrophile,15
formant,6
éponge,12
frictionnera,1
droite,13
durée,32
varie,17
cing,30
minutes,1
garder,19
possible,132
assis,9
bras,58
position,26
assise,3
colonne,18
vertébrale,17
incurve,1
presque,108
femme,736
entoure,10
jambes,2
haut,31
tronec,1
principes,2
mére,275
facilement,55
observe,22
agit,39
malheureusement,15
suivis,1
lorsqu,78
étrangére,7
promenades,2
mieux,166
vaut,20
petite,178
voiture,14
sant,11
coussins,2
poussée,7
derricre,1
maniére,63
promener,4
mauvaise,54
oubliez,3
dangereux,21
mettre,76
portée,10
chose,108
pourrait,33
peinte,1
couleurs,1
base,31
plomb,7
porte,40
emparer,2
saurait,23
surveiller,25
veillez,1
laine,28
décide,2
frangaise,9
opére,7
facon,106
suivante,24
commence,40
entrer,16
mise,20
brassiére,32
puis,135
procédé,26
commode,11
consiste,21
introduire,4
manche,16
sortir,30
nure,2
saisissant,1
tire,5
passée,15
retourne,4
fagon,33
descende,1
aine,3
place,48
couche,75
triangulaire,1
laquelle,37
enveloppe,13
contenter,8
longue,41
large,25
long,37
enroule,2
jambe,41
chacun,39
cotés,1
replie,3
arriére,18
mité,1
utilisée,1
remonter,5
aisselles,9
roule,3
autour,25
laissant,13
bout,68
fixe,19
épingles,1
nourrice,120
fichu,12
tissu,38
bonnet,10
indispensable,47
dite,30
pléte,4
bese,2
