Word,Count
douze,69
premiers,3
mois,556
bebe,74
fermez,3
rideaux,42
ouvrez,2
fenétre,40
permettrez,2
déyelopper,2
mons,6
petit,578
vers,271
lequel,110
tendront,1
désormais,14
efforts,3
espérances,3
joies,1
telle,207
installation,15
cité,33
nursery,4
élégante,7
ployant,2
nouveau,48
style,5
gracieux,5
approprié,32
coin,16
home,6
question,250
gout,27
sonnel,6
dépend,53
lemplacement,1
dispose,12
importe,50
retenir,15
local,32
salubre,16
propre,180
vhygiéne,23
facteur,10
important,73
santé,341
physique,139
enfant,2130
mode,107
partir,74
deuxiéme,38
corps,361
aucun,151
soutien,8
exposer,30
mille,61
inconvénients,1
graves,4
laisser,141
liberté,43
absolue,61
mouvement,182
tard,137
bébé,280
essaiera,3
marcher,50
faudra,66
modifier,22
toilette,117
raccourcir,2
robe,115
jupon,26
remplacer,55
chaussons,2
souliers,2
cuir,26
souple,25
lieu,267
lange,189
porter,87
pantalons,2
toile,142
fine,53
tenu,45
grand,412
propreté,127
rester,56
longtemps,128
mouillé,36
done,220
nécessaire,385
couches,1
assez,295
nombre,303
douzaines,1
chambre,152
maintenue,11
pérature,5
réguliére,34
pourra,143
temps,89
jour,829
libre,124
suffisamment,38
couvert,28
prévenir,36
contre,438
froid,171
belle,74
saison,40
besoin,261
téte,189
couverte,11
cuance,1
part,265
fant,145
changé,20
disait,24
professeur,96
bouchut,17
normal,72
foule,17
arriver,67
etre,11
fréle,13
défense,34
nait,13
tance,36
suffisante,61
impressions,1
premiére,285
année,249
dure,60
passer,90
statistiques,3
néfastes,2
indiquent,13
hélas,13
combien,93
succombent,9
lutter,46
danger,196
prémunir,4
influences,1
morbides,1
préoccupation,12
maman,73
attente,4
préparer,57
apportera,3
soins,1
minutieux,7
assidus,2
tendres,1
layette,59
heures,3
utile,145
changer,56
ensuite,146
aussitét,19
éveillé,11
nourrisson,222
effet,198
salit,4
fréquemment,59
souillé,19
déterminerait,2
ulcérations,3
peau,215
soin,437
éviter,209
environ,92
tétée,194
repas,191
dance,5
endormir,7
empécher,74
moyenne,70
huit,64
neuf,60
abstenir,19
nuit,162
toutefois,49
exige,45
croyez,3
mesdames,13
difficile,188
rendre,133
detrés,1
bonne,347
heure,574
habitue,9
sitot,5
plusieurs,175
journée,71
coucher,86
tient,85
quelque,199
vase,32
jusqu,272
quil,140
soulagé,2
méthode,85
précieuse,10
points,1
lement,70
dormant,5
trouve,232
habitude,141
puisqu,42
contact,72
évite,13
salir,6
grande,431
quantité,192
linge,184
démailloté,3
lavé,31
froide,82
tiéde,56
hiver,57
atta,2
rind,1
lereke,1
vient,118
naitre,30
déposé,28
chaud,106
pansements,2
usage,289
terminés,1
donne,178
premier,437
bain,245
barn,1
enduire,1
légérement,43
vaseline,18
essuyer,5
soigneusement,33
plonger,11
faute,59
thermométre,15
évaluer,2
température,135
plongeant,10
coude,9
impression,32
ressentie,3
agréable,43
maintenu,14
moyen,343
doigts,3
main,238
gauche,32
placés,1
fourche,1
derriére,42
boule,15
ouate,55
hydrophile,20
formant,17
éponge,22
frictionnera,1
droite,29
durée,73
varie,45
cing,92
minutes,1
garder,47
possible,291
assis,16
bras,140
position,72
assise,6
colonne,29
vertébrale,26
incurve,1
presque,248
femme,1516
entoure,24
jambes,2
haut,92
tronec,1
principes,2
mére,644
facilement,137
observe,43
agit,66
malheureusement,52
suivis,1
lorsqu,160
étrangére,36
promenades,2
mieux,338
vaut,55
petite,344
voiture,32
sant,30
coussins,2
poussée,16
derricre,1
maniére,193
promener,11
mauvaise,120
oubliez,4
dangereux,73
mettre,214
portée,44
chose,248
pourrait,123
peinte,1
couleurs,1
base,78
plomb,12
porte,130
emparer,2
saurait,55
surveiller,57
veillez,1
laine,110
décide,6
frangaise,29
opére,15
facon,204
suivante,79
commence,77
entrer,59
mise,71
brassiére,79
puis,278
procédé,52
commode,29
consiste,49
introduire,12
manche,44
sortir,60
nure,3
saisissant,1
tire,15
passée,20
retourne,10
fagon,83
descende,3
aine,9
place,153
couche,177
triangulaire,5
laquelle,151
enveloppe,38
contenter,16
longue,134
large,105
long,108
enroule,3
jambe,99
chacun,91
cotés,1
replie,7
arriére,48
mité,10
utilisée,9
remonter,9
aisselles,19
roule,5
autour,81
laissant,30
