Word,Count
douze,36
premiers,3
mois,129
bebe,28
fermez,3
rideaux,8
ouvrez,2
fenétre,4
permettrez,1
déyelopper,1
mons,2
petit,131
vers,68
lequel,13
tendront,1
désormais,3
efforts,3
espérances,3
joies,1
telle,32
installation,3
cité,2
nursery,2
élégante,5
ployant,1
nouveau,11
style,2
gracieux,3
approprié,3
coin,2
home,1
question,12
gout,5
sonnel,1
dépend,7
lemplacement,1
dispose,2
importe,7
retenir,3
local,2
salubre,1
propre,42
vhygiéne,2
facteur,3
important,3
santé,38
physique,37
enfant,319
mode,18
partir,18
deuxiéme,13
corps,83
aucun,34
soutien,4
exposer,3
mille,17
inconvénients,1
graves,4
laisser,30
liberté,6
absolue,7
mouvement,27
tard,36
bébé,110
essaiera,1
marcher,15
faudra,16
modifier,4
toilette,37
raccourcir,1
robe,15
jupon,14
remplacer,16
chaussons,2
souliers,2
cuir,7
souple,11
lieu,26
lange,37
porter,22
pantalons,1
toile,25
fine,16
tenu,7
grand,68
propreté,21
rester,16
longtemps,23
mouillé,3
done,57
nécessaire,45
couches,1
assez,40
nombre,21
douzaines,1
chambre,31
maintenue,5
pérature,2
réguliére,5
pourra,29
temps,68
jour,175
libre,21
suffisamment,4
couvert,8
prévenir,10
contre,46
froid,19
belle,32
saison,6
besoin,43
téte,40
couverte,4
cuance,1
part,25
fant,22
changé,3
disait,3
professeur,9
bouchut,2
normal,5
foule,6
arriver,18
etre,3
fréle,7
défense,7
nait,6
tance,5
suffisante,9
impressions,1
premiére,44
année,30
dure,8
passer,24
statistiques,1
néfastes,2
indiquent,5
hélas,1
combien,16
succombent,1
lutter,2
danger,25
prémunir,1
influences,1
morbides,1
préoccupation,1
maman,23
attente,1
préparer,12
apportera,1
soins,1
minutieux,2
assidus,1
tendres,1
layette,14
heures,3
utile,21
changer,11
ensuite,17
aussitét,3
éveillé,4
nourrisson,15
effet,15
salit,3
fréquemment,1
souillé,2
déterminerait,1
ulcérations,3
peau,64
soin,80
éviter,35
environ,22
tétée,38
repas,21
dance,1
endormir,3
empécher,19
moyenne,10
huit,7
neuf,4
abstenir,1
nuit,42
toutefois,7
exige,10
croyez,3
mesdames,3
difficile,24
rendre,19
detrés,1
bonne,62
heure,81
habitue,2
sitot,1
plusieurs,18
journée,11
coucher,20
tient,13
quelque,37
vase,6
jusqu,55
quil,33
soulagé,2
méthode,15
précieuse,4
points,1
lement,17
dormant,1
trouve,33
habitude,28
puisqu,7
contact,1
évite,2
salir,3
grande,73
quantité,15
linge,17
démailloté,1
lavé,7
froide,21
tiéde,10
hiver,23
atta,1
rind,1
lereke,1
vient,28
naitre,8
déposé,2
chaud,35
pansements,2
usage,104
terminés,1
donne,41
premier,105
bain,75
barn,1
enduire,1
légérement,12
vaseline,12
essuyer,4
soigneusement,7
plonger,7
faute,10
thermométre,3
évaluer,1
température,33
plongeant,2
coude,2
impression,5
ressentie,2
agréable,15
maintenu,4
moyen,76
doigts,3
main,46
gauche,6
placés,1
fourche,1
derriére,11
boule,1
ouate,9
hydrophile,13
formant,5
éponge,7
frictionnera,1
droite,9
durée,12
varie,9
cing,9
minutes,1
garder,10
possible,49
assis,4
bras,39
position,12
assise,2
colonne,12
vertébrale,13
incurve,1
presque,62
femme,315
entoure,8
jambes,2
haut,22
tronec,1
principes,2
mére,112
facilement,20
observe,2
agit,21
malheureusement,5
suivis,1
lorsqu,58
étrangére,4
promenades,2
mieux,84
vaut,10
petite,103
voiture,7
sant,5
coussins,2
poussée,1
derricre,1
maniére,37
promener,2
mauvaise,11
oubliez,2
dangereux,4
mettre,42
portée,7
chose,64
pourrait,16
peinte,1
couleurs,1
base,12
plomb,2
porte,23
emparer,1
saurait,15
surveiller,13
veillez,1
laine,22
décide,1
frangaise,4
opére,7
facon,30
suivante,6
commence,20
entrer,9
mise,8
brassiére,28
puis,75
procédé,16
commode,6
consiste,6
introduire,2
manche,13
sortir,19
nure,2
saisissant,1
tire,4
passée,8
retourne,2
fagon,18
descende,1
aine,2
place,21
couche,24
triangulaire,1
laquelle,17
enveloppe,5
contenter,4
longue,25
large,19
long,24
enroule,2
jambe,22
chacun,14
cotés,1
replie,3
arriére,8
mité,1
utilisée,1
remonter,2
aisselles,7
roule,3
autour,11
laissant,6
bout,27
fixe,8
épingles,1
