Word,Count
douze,93
premiers,3
mois,666
bebe,86
fermez,3
rideaux,51
ouvrez,2
fenétre,73
permettrez,2
déyelopper,2
mons,11
petit,784
vers,351
lequel,149
tendront,1
désormais,17
efforts,3
espérances,3
joies,1
telle,305
installation,19
cité,44
nursery,4
élégante,13
ployant,2
nouveau,80
style,7
gracieux,5
approprié,45
coin,25
home,6
question,269
gout,35
sonnel,8
dépend,71
lemplacement,1
dispose,20
importe,63
retenir,19
local,53
salubre,17
propre,264
vhygiéne,28
facteur,11
important,101
santé,456
physique,214
enfant,2802
mode,141
partir,100
deuxiéme,60
corps,671
aucun,201
soutien,9
exposer,37
mille,76
inconvénients,1
graves,4
laisser,238
liberté,49
absolue,72
mouvement,292
tard,184
bébé,399
essaiera,4
marcher,68
faudra,75
modifier,26
toilette,169
raccourcir,3
robe,136
jupon,35
remplacer,94
chaussons,2
souliers,2
cuir,54
souple,44
lieu,360
lange,204
porter,149
pantalons,2
toile,180
fine,72
tenu,55
grand,605
propreté,195
rester,88
longtemps,200
mouillé,58
done,296
nécessaire,462
couches,1
assez,450
nombre,366
douzaines,1
chambre,252
maintenue,19
pérature,13
réguliére,46
pourra,179
temps,89
jour,1178
libre,158
suffisamment,53
couvert,35
prévenir,44
contre,578
froid,307
belle,101
saison,59
besoin,369
téte,333
couverte,21
cuance,2
part,318
fant,173
changé,23
disait,30
professeur,106
bouchut,17
normal,95
foule,22
arriver,108
etre,18
fréle,13
défense,39
nait,15
tance,52
suffisante,79
impressions,1
premiére,378
année,323
dure,98
passer,152
statistiques,3
néfastes,2
indiquent,15
hélas,16
combien,113
succombent,14
lutter,63
danger,260
prémunir,4
influences,1
morbides,1
préoccupation,17
maman,95
attente,5
préparer,78
apportera,5
soins,1
minutieux,11
assidus,2
tendres,1
layette,62
heures,3
utile,202
changer,81
ensuite,231
aussitét,25
éveillé,18
nourrisson,251
effet,298
salit,9
fréquemment,78
souillé,27
déterminerait,2
ulcérations,3
peau,515
soin,913
éviter,332
environ,159
tétée,227
repas,283
dance,6
endormir,14
empécher,122
moyenne,119
huit,100
neuf,82
abstenir,23
nuit,249
toutefois,83
exige,56
croyez,4
mesdames,13
difficile,246
rendre,175
detrés,1
bonne,450
heure,834
habitue,11
sitot,5
plusieurs,263
journée,103
coucher,118
tient,117
quelque,257
vase,62
jusqu,419
quil,168
soulagé,3
méthode,128
précieuse,16
points,1
lement,99
dormant,5
trouve,321
habitude,192
puisqu,60
contact,156
évite,31
salir,10
grande,622
quantité,263
linge,290
démailloté,4
lavé,45
froide,206
tiéde,105
hiver,110
atta,3
rind,1
lereke,1
vient,171
naitre,34
déposé,31
chaud,200
pansements,2
usage,354
terminés,1
donne,318
premier,726
bain,462
barn,1
enduire,7
légérement,73
vaseline,42
essuyer,6
soigneusement,36
plonger,15
faute,74
thermométre,31
évaluer,2
température,277
plongeant,10
coude,32
impression,41
ressentie,5
agréable,63
maintenu,23
moyen,530
doigts,4
main,444
gauche,48
placés,1
fourche,1
derriére,52
boule,20
ouate,112
hydrophile,46
formant,27
éponge,48
frictionnera,2
droite,63
durée,121
varie,60
cing,159
minutes,1
garder,76
possible,452
assis,27
bras,226
position,110
assise,9
colonne,66
vertébrale,38
incurve,1
presque,343
femme,2022
entoure,33
jambes,2
haut,141
tronec,1
principes,2
mére,773
facilement,191
observe,49
agit,122
malheureusement,67
suivis,1
lorsqu,264
étrangére,39
promenades,2
mieux,472
vaut,96
petite,501
voiture,69
sant,49
coussins,2
poussée,25
derricre,1
maniére,229
promener,18
mauvaise,159
oubliez,5
dangereux,108
mettre,308
portée,68
chose,318
pourrait,158
peinte,1
couleurs,1
base,114
plomb,26
porte,197
emparer,2
saurait,81
surveiller,75
veillez,1
laine,164
décide,9
frangaise,30
opére,19
facon,263
suivante,90
commence,111
entrer,69
mise,85
brassiére,93
puis,404
procédé,115
commode,44
consiste,105
introduire,21
manche,56
sortir,97
nure,3
saisissant,1
tire,26
passée,26
retourne,13
fagon,137
descende,3
aine,13
place,251
couche,256
triangulaire,7
laquelle,222
enveloppe,63
contenter,23
longue,178
large,151
long,174
enroule,5
jambe,160
chacun,115
cotés,1
replie,9
arriére,62
mité,14
utilisée,12
remonter,16
aisselles,19
roule,7
autour,128
laissant,47
bout,237
fixe,71
épingles,1
nourrice,383
fichu,37
tissu,263
bonnet,77
indispensable,142
dite,91
pléte,12
bese,4
vétu,15
recevyoir,1
baiser,11
berceau,153
laissera,15
dormir,36
couché,45
séché,13
poudré,2
méticuleusement,1
plis,32
forment,64
essuyé,8
oreilles,7
pesé,6
poids,197
noté,3
progression,12
normale,154
établir,57
procéderons,1
nombril,15
lavage,114
bouillie,224
enveloppé,10
bande,116
ceinture,139
flanelle,134
attachée,11
épingle,63
plate,80
troitette,1
éctre,1
dement,13
abaisse,7
vétements,2
secs,48
irriter,8
pouvoir,166
oter,3
suivant,240
choisira,10
vieille,34
caise,3
américaine,24
derniére,126
cieuse,7
demande,107
surveillance,82
mobe,1
selon,230
vetements,73
coton,99
maniere,14
manie,17
jeunes,2
excusable,2
somme,87
couve,1
adore,2
charmant,3
tableau,20
jeune,889
peine,157
remise,14
tions,1
faible,166
puisant,1
amour,43
maternel,118
forces,1
soutenir,43
cieux,8
fardeau,10
laisse,138
dorloter,1
content,5
désire,23
lhabituez,2
cependant,337
monde,145
procéder,13
retourner,11
literie,30
donner,604
importance,126
horizontale,20
élevée,66
étendu,25
incliné,10
coté,64
voudra,11
prendre,406
saisir,23
fesses,11
tenir,180
porté,51
tantot,69
inconvénient,154
permettent,39
agir,63
contenterai,1
poser,49
allaitement,282
supérieur,64
tement,64
sein,458
biberon,251
appartient,39
insister,32
signes,4
guider,17
choix,102
ceci,62
laffaire,1
médecin,696
seul,306
capable,109
noncer,2
cause,889
survyeillée,1
offre,52
mémes,161
avyantages,1
offrirait,3
laits,1
différencient,1
distance,55
présente,189
létre,7
débile,91
constante,23
vigilance,4
incessante,12
attention,95
minutieuse,5
minute,168
hésiterai,1
conseiller,29
exil,1
mercenaire,27
artificiel,111
voici,104
conseils,4
lits,107
oscillants,1
répandus,2
pieds,1
ripoliné,3
cuivre,23
rable,33
dort,28
bercer,11
certes,19
poétique,2
coutume,41
bercement,2
éveille,17
souvenir,24
légendes,1
contes,1
améne,80
lesprit,10
tableaux,10
jolis,1
tournant,7
rouet,1
chantonne,1
mélopée,2
douce,70
vaciller,2
rythmique,4
lent,30
endort,10
heélas,1
lvillusion,1
littérateurs,1
habituer,20
madame,33
malgré,138
joli,16
poéte,6
berca,1
chancelle,3
hygiénistes,4
défendent,8
raison,245
brusques,1
balancement,3
troublent,7
circulation,138
sang,519
provoquent,40
étourdissements,3
vertiges,13
arrétent,15
travail,357
digestion,148
sommeil,143
procurent,3
assure,31
engourdissement,3
morbide,25
restons,1
réalité,60
outre,117
nuisible,121
prise,125
perd,45
difficilement,36
créer,55
ennuis,1
insupportable,14
sujétion,1
penfant,18
crie,34
berce,2
lumiére,161
voila,79
agents,1
merveilleux,10
entretenir,51
développer,54
user,45
cimonie,1
mettrons,2
soleil,116
rayons,1
lune,31
fayorise,5
blanche,123
clarté,5
arrive,182
latéralement,9
loucher,6
naissance,214
sombre,22
diminuera,9
obscurité,11
graduellement,33
egalement,3
éyitera,2
bruits,1
violents,2
sens,143
